"","sector","gid","year","customer_expec_elec_rates","ownership_model","loan_term_yrs","loan_rate","down_payment","discount_rate","tax_rate","length_of_irr_analysis_yrs","market_share_last_year","number_of_adopters_last_year","installed_capacity_last_year","market_value_last_year","value_of_increment","value_of_pbi_fit","value_of_ptc","pbi_fit_length","ptc_length","value_of_rebate","value_of_tax_credit_or_deduction","cap","ic","aep","payback_period","lcoe","payback_key","max_market_share","diffusion_market_share","new_market_share","new_adopters","new_capacity","new_market_value","market_share","number_of_adopters","installed_capacity","market_value","county_id","state_abbr","census_division_abbr","utility_type","census_region","row_number","max_height","elec_rate_cents_per_kwh","carbon_price_cents_per_kwh","cap_cost_multiplier","fixed_om_dollars_per_kw_per_yr","variable_om_dollars_per_kwh","installed_costs_dollars_per_kw","ann_cons_kwh","prob","weight","customers_in_bin","initial_customers_in_bin","load_kwh_in_bin","initial_load_kwh_in_bin","load_kwh_per_customer_in_bin","nem_system_limit_kw","excess_generation_factor","i","j","cf_bin","aep_scale_factor","derate_factor","naep","nameplate_capacity_kw","power_curve_id","turbine_height_m","scoe"
"431","residential",4247746,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.00373900370976893,117.117487663033,0.220711341856668,1815.84895821857,0,131.752127075195,0,10,0,0,0,20,161077.142113423,5270.08508300781,30,264.081758012102,300,0,0.00373900370976893,0,0,0,0,0.00373900370976893,117.117487663033,0.220711341856668,1815.84895821857,311,"CA","PAC","IOU","West",8,40,15.6487011815731,0,1.17750924825668,0,0.02,8053.85710567114,11440.8208555483,0.105217404093332,2614453.3151748,31949.6439931793,31323.1803854699,265552317.328899,260345409.14598,8311.58924292208,1000,0.490000009536743,22,104,6,1,0.85,263.504254150391,20,1,40,0.885228282816
"432","residential",4249007,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.00167134411855097,28.3625661082045,0.0534492781274942,442.977691285513,0,142.665985616048,0,10,0,0,0,20,162262.759242459,5706.63942464193,30,245.814162389025,300,0,0.00167134411855097,0,0,0,0,0.00167134411855097,28.3625661082045,0.0534492781274942,442.977691285513,315,"CA","PAC","IOU","West",10,50,15.6487011815731,0,1.18617636958758,0,0.02,8113.13796212295,11440.8208555483,0.105217404093332,2614453.3151748,17309.3123727568,16969.914090938,143865714.588993,141044818.224503,8311.46330315377,1000,0.497999995946884,20,104,9,0.666666666666667,0.85,285.331971232096,20,1,50,0.819038861116
"433","residential",4250648,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.00167134411855097,26.4436172522856,0.0498330174999773,437.419533599509,0,159.701739501953,0,10,0,0,0,10,86021.5103224913,6388.06958007812,30,117.467012646927,300,0,0.00167134411855097,0,0,0,0,0.00167134411855097,26.4436172522856,0.0498330174999773,437.419533599509,315,"CA","PAC","IOU","West",5,50,15.6487011815731,0,1.18617636958758,0,0.02,8602.15103224913,9553.71005143396,0.0980986258968398,2437565.152839,16138.2023593777,15821.7670189977,112007607.274123,109811379.680513,6940.5256409514,1000,0.462000012397766,21,104,15,0.8,0.85,638.806958007812,10,1,40,0.398413745034
"434","residential",4276534,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.00373900370976893,109.193575979525,0.205778497792829,1793.06502340133,0,152.015488433838,0,10,0,0,0,10,85392.9706835744,6080.61953735351,30,122.418938920523,300,0,0.00373900370976893,0,0,0,0,0.00373900370976893,109.193575979525,0.205778497792829,1793.06502340133,311,"CA","PAC","IOU","West",10,50,15.6487011815731,0,1.17750924825668,0,0.02,8539.29706835744,9553.71005143396,0.0980986258968398,2437565.152839,29788.0013352538,29203.9228776998,206747519.762324,202693646.825808,6940.6308075339,1000,0.479999989271164,22,104,12,1,0.85,608.061953735351,10,1,40,0.417547210195
"435","residential",4278574,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.00167134411855097,30.7933135690899,0.0580300236284092,480.942059326586,0,453.382342529297,0,10,0,0,0,20,162262.759242459,18135.2937011719,30,78.7210906148904,300,0,0.00167134411855097,0,0,0,0,0.00167134411855097,30.7933135690899,0.0580300236284092,480.942059326586,315,"CA","PAC","IOU","West",2,50,15.6487011815731,0,1.18617636958758,0,0.02,8113.13796212295,24395.6832353969,0.114234815877057,2838518.92804,18792.7665475036,18424.2809289251,333061175.747423,326530564.458257,17722.8389926264,1000,0.488000005483627,20,104,18,1,0.85,906.764685058594,20,1,40,0.271433847271
"436","residential",4298878,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.00127838884304131,7.06579176319212,0.0133158203527662,116.544291555793,0,191.922778320312,0,10,0,0,0,10,85772.714484655,7676.9111328125,30,97.803890508265,300,0,0.00127838884304131,0,0,0,0,0.00127838884304131,7.06579176319212,0.0133158203527662,116.544291555793,321,"CA","PAC","IOU","West",10,40,15.6487011815731,0,1.18274564926441,0,0.02,8577.2714484655,14451.5388051305,0.10208204890391,2536545.673945,5637.64901241639,5527.10687491803,59189300.0497754,58028725.5389955,10498.9331402889,1000,0.470999985933304,20,108,18,1,0.85,767.69111328125,10,1,40,0.334883589443
"437","residential",4300147,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.000852756105765984,22.7473682262677,0.0428684964264171,350.399452876845,0,197.196173858643,0,10,0,0,0,20,160030.961150313,7887.8469543457,30,175.966666827749,300,0,0.000852756105765984,0,0,0,0,0.000852756105765984,22.7473682262677,0.0428684964264171,350.399452876845,312,"CA","PAC","IOU","West",5,30,15.6487011815731,0,1.1698614358902,0,0.02,8001.54805751564,9553.71005143396,0.0980986258968398,2437565.152839,27208.6185415837,26675.1162172389,188846797.968343,185143919.576807,6940.69776750051,1000,0.433999985456467,23,105,9,1,0.85,394.392347717285,20,1,30,0.598082548135
"438","residential",4300239,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.000852756105765984,26.4890705375214,0.0499199122457413,367.028424802356,0,362.437076568604,0,10,0,0,0,50,360072.82121408,14497.4830627441,30,214.969904359826,300,0,0.000852756105765984,0,0,0,0,0.000852756105765984,26.4890705375214,0.0499199122457413,367.028424802356,312,"CA","PAC","IOU","West",6,30,15.6487011815731,0,1.1698614358902,0,0.02,7201.45642428161,24395.6832353969,0.114234815877057,2838518.92804,31684.1495072056,31062.891673731,561547006.47733,550536280.860128,17723.2785228975,1000,0.430999994277954,23,106,12,0.75,0.85,289.949661254883,50,1,30,0.727688359117
"439","residential",4329293,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.000852756105765984,21.6786923375076,0.0408545259282648,372.316306703765,0,95.1308311462402,0,10,0,0,0,5,44654.7808693648,3805.23324584961,30,102.625299149134,300,0,0.000852756105765984,0,0,0,0,0.000852756105765984,21.6786923375076,0.0408545259282648,372.316306703765,312,"CA","PAC","IOU","West",8,50,15.6487011815731,0,1.1698614358902,0,0.02,8930.95617387296,7939.81093475385,0.0934899329186609,2323047.856587,25930.3522246792,25421.9139457639,149571777.188308,146638997.24344,5768.21232092456,1000,0.472000002861023,24,106,15,1,0.85,761.046649169922,5,1,40,0.354372845095
"440","residential",4397289,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.000852756105765984,22.8997747327301,0.0431557137305315,443.268881934027,0,71.0227619171143,0,10,0,0,0,2.5,25164.8893474341,2840.91047668457,30,77.9552821184202,300,0,0.000852756105765984,0,0,0,0,0.000852756105765984,22.8997747327301,0.0431557137305315,443.268881934027,312,"CA","PAC","IOU","West",3,30,15.6487011815731,0,1.1698614358902,0,0.02,10065.9557389736,6616.01646097976,0.0987558829787572,2453896.747137,27390.9152563659,26853.8384866333,131654042.307019,129072590.497078,4806.48569333299,1000,0.421999990940094,23,106,27,1,0.85,1136.36419067383,2.5,1,30,0.272395610217
"441","residential",4427346,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.000852756105765984,23.3157606321358,0.043939658926509,451.321083612079,0,78.2497268676758,0,10,0,0,0,2.5,25164.8893474341,3129.98907470703,30,70.9402268121174,300,0,0.000852756105765984,0,0,0,0,0.000852756105765984,23.3157606321358,0.043939658926509,451.321083612079,312,"CA","PAC","IOU","West",1,50,15.6487011815731,0,1.1698614358902,0,0.02,10065.9557389736,2136.49164356157,0.10054983314997,2498473.012944,27888.4849770925,27341.651938326,43286971.0346798,42438206.8967449,1552.1449469283,1000,0.412999987602234,22,107,27,1,0.85,1251.99562988281,2.5,1,30,17.7843649683
"442","residential",4432448,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.00127838884304131,6.79007200859392,0.0127962133726873,117.899045753183,0,165.736394500732,0,10,0,0,0,5,45146.5841780718,6629.4557800293,30,60.3939055657831,300,0,0.00127838884304131,0,0,0,0,0.00127838884304131,6.79007200859392,0.0127962133726873,117.899045753183,321,"CA","PAC","IOU","West",8,50,15.6487011815731,0,1.18274564926441,0,0.02,9029.31683561436,9553.71005143396,0.0980986258968398,2437565.152839,5417.65792658909,5311.42933979323,37602326.2574123,36865025.742561,6940.69776404032,1000,0.437000006437302,21,107,24,1,0.85,1325.89115600586,5,1,40,0.211926261956
"443","residential",4432607,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.00129782181082553,13.6341581702739,0.025694219011536,257.344406020273,0,131.419187927246,0,10,0,0,0,2.5,24538.3521665552,5256.76751708984,30,42.0264550904897,300,0,0.00129782181082553,0,0,0,0,0.00129782181082553,13.6341581702739,0.025694219011536,257.344406020273,323,"CA","PAC","IOU","West",1,50,15.6487011815731,0,1.14073507352309,0,0.02,9815.34086662207,11440.8208555483,0.105217404093332,2614453.3151748,10715.5244407808,10505.4161184126,89063896.9650242,87317546.0441414,8311.66943412192,1000,0.499000012874603,25,107,36,1,0.85,2102.70700683594,2.5,1,40,0.156401948727
"444","residential",4433217,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.000852756105765984,24.398089298824,0.0459793587334763,419.020038521898,0,131.525178527832,0,10,0,0,0,5,44654.7808693648,5261.00714111328,30,74.7812609687546,300,0,0.000852756105765984,0,0,0,0,0.000852756105765984,24.398089298824,0.0459793587334763,419.020038521898,312,"CA","PAC","IOU","West",10,30,15.6487011815731,0,1.1698614358902,0,0.02,8930.95617387296,11440.8208555483,0.105217404093332,2614453.3151748,29183.0816766146,28610.8643888378,242560127.822993,237804046.885287,8311.6694292558,1000,0.416999995708466,22,107,24,1,0.85,1052.20142822266,5,1,30,0.261848496407
"445","residential",4433981,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.0013994962045849,46.2926885227098,0.111445098526238,969.655502213676,0,120.370523834229,0,10,0,0,0,5,42633.6557074189,4814.82095336914,30,77.9264223240918,300,0,0.0013994962045849,0,0,0,0,0.0013994962045849,46.2926885227098,0.111445098526238,969.655502213676,313,"CA","PAC","All Other","West",6,50,12.6190045241887,0,1.11691220317568,0,0.02,8526.73114148378,11440.8208555483,0.105217404093332,2614453.3151748,33739.6715607166,33078.1093732515,358237122.66647,351212865.359285,10617.682570555,0,0.584999978542328,27,107,18,1,0.85,962.964190673828,5,1,40,0.284260432317
"446","residential",4435314,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.00127838884304131,7.90696728524386,0.014901055597758,130.418774214946,0,366.637933349609,0,10,0,0,0,10,85772.714484655,14665.5173339844,30,52.1501540559587,300,0,0.00127838884304131,0,0,0,0,0.00127838884304131,7.90696728524386,0.014901055597758,130.418774214946,321,"CA","PAC","IOU","West",5,50,15.6487011815731,0,1.18274564926441,0,0.02,8577.2714484655,24395.6832353969,0.114234815877057,2838518.92804,6308.8055522776,6185.1034826251,111812717.894075,109620311.660858,17723.2785140618,1000,0.458999991416931,20,109,27,1,0.85,1466.55173339844,10,1,40,0.184831098575
"447","residential",4435345,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.00127838884304131,6.58928526086382,0.0124178212049591,128.952948750807,0,71.3490555763245,0,10,0,0,0,2.5,25442.0416613267,2853.96222305298,30,78.4406275263429,300,0,0.00127838884304131,0,0,0,0,0.00127838884304131,6.58928526086382,0.0124178212049591,128.952948750807,321,"CA","PAC","IOU","West",4,50,15.6487011815731,0,1.18274564926441,0,0.02,10176.8166645307,5537.4988312099,0.095197787139064,2365484.800996,5257.45433610916,5154.36699618546,21150480.2714673,20735764.9720267,4022.95082739984,1000,0.497999995946884,19,108,24,0.875,0.85,1141.58488922119,2.5,1,40,0.271241354052
"448","residential",4458528,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.00127838884304131,7.28281098557226,0.0137248033903593,126.454692161294,0,145.273710632324,0,10,0,0,0,5,45146.5841780718,5810.94842529297,30,68.6190415813316,300,0,0.00127838884304131,0,0,0,0,0.00127838884304131,7.28281098557226,0.0137248033903593,126.454692161294,321,"CA","PAC","IOU","West",9,50,15.6487011815731,0,1.18274564926441,0,0.02,9029.31683561436,11440.8208555483,0.105217404093332,2614453.3151748,5810.80415846814,5696.86682202759,48297483.2592541,47350473.7835824,8311.66942511213,1000,0.48199999332428,19,109,24,1,0.85,1162.18968505859,5,1,40,0.238960240832
"449","residential",4460161,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.0013994962045849,41.1329321599076,0.0990234921219831,971.072800483559,0,67.6318992614746,0,10,0,0,0,2.5,24025.8984025121,2705.27597045898,30,78.1532716138352,300,0,0.0013994962045849,0,0,0,0,0.0013994962045849,41.1329321599076,0.0990234921219831,971.072800483559,313,"CA","PAC","All Other","West",9,50,12.6190045241887,0,1.11691220317568,0,0.02,9610.35936100482,7939.81093475385,0.0934899329186609,2323047.856587,29979.0672283745,29391.2423807593,220902600.822965,216571177.277417,7368.56150794065,0,0.541999995708466,27,108,21,1,0.85,1082.11038818359,2.5,1,40,0.285049976846
"450","residential",4460485,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.0013994962045849,50.2600952324851,0.120996240310705,1000.05211232639,0,270.527597045898,0,10,0,0,0,10,80998.4729743003,10821.1038818359,30,66.1838507907039,300,0,0.0013994962045849,0,0,0,0,0.0013994962045849,50.2600952324851,0.120996240310705,1000.05211232639,313,"CA","PAC","All Other","West",1,40,12.6190045241887,0,1.11691220317568,0,0.02,8099.84729743003,24395.6832353969,0.114234815877057,2838518.92804,36631.2512811282,35912.9914520865,829348935.655284,813087191.818905,22640.4751858026,0,0.541999995708466,27,108,21,1,0.85,1082.11038818359,10,1,40,0.243390641078
"451","residential",4481616,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.000852756105765984,23.6710548642243,0.0446092277912282,386.180953055715,0,190.26166229248,0,10,0,0,0,10,84838.3513307573,7610.46649169922,30,97.5875755717063,300,0,0.000852756105765984,0,0,0,0,0.000852756105765984,23.6710548642243,0.0446092277912282,386.180953055715,312,"CA","PAC","IOU","West",4,40,15.6487011815731,0,1.1698614358902,0,0.02,8483.83513307573,14451.5388051305,0.10208204890391,2536545.673945,28313.4600834328,27758.2941994439,297261124.534395,291432475.033721,10498.933145523,1000,0.472000002861023,24,106,15,1,0.85,761.046649169922,10,1,40,0.337632741169
"452","residential",4482372,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.00129782181082553,12.3358079254906,0.0232474162734045,232.838076522165,0,77.2991577148437,0,10,0,0,0,2.5,24538.3521665552,3091.96630859375,30,70.0504727231771,300,0,0.00129782181082553,0,0,0,0,0.00129782181082553,12.3358079254906,0.0232474162734045,232.838076522165,323,"CA","PAC","IOU","West",6,50,15.6487011815731,0,1.14073507352309,0,0.02,9815.34086662207,5537.4988312099,0.095197787139064,2365484.800996,9695.10912749783,9505.00894852728,39002947.328478,38238183.6553706,4022.95083176069,1000,0.499000012874603,24,109,24,1,0.85,1236.7865234375,2.5,1,40,0.251902052535
"453","residential",4482774,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.00129782181082553,12.7117010088715,0.0239558046527008,239.933049388234,0,113.747589874268,0,10,0,0,0,2.5,24538.3521665552,4549.9035949707,30,48.2448850952624,300,0,0.00129782181082553,0,0,0,0,0.00129782181082553,12.7117010088715,0.0239558046527008,239.933049388234,323,"CA","PAC","IOU","West",10,50,15.6487011815731,0,1.14073507352309,0,0.02,9815.34086662207,9553.71005143396,0.0980986258968398,2437565.152839,9990.53561967909,9794.64276439126,69341288.3122372,67981655.2080757,6940.69777156398,1000,0.430999994277954,23,108,33,1,0.85,1819.96143798828,2.5,1,40,0.177593082659
"454","residential",4487945,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.000835362928712278,2.39228953989741,0.00450838333354151,38.1864651004369,0,93.1627613067627,0,10,0,0,0,10,83006.9961442945,3726.51045227051,30,192.999776317074,300,0,0.000835362928712278,0,0,0,0,0.000835362928712278,2.39228953989741,0.00450838333354151,38.1864651004369,322,"CA","PAC","IOU","West",3,50,15.6487011815731,0,1.14460833072662,0,0.02,8300.69961442945,7939.81093475385,0.0934899329186609,2323047.856587,2921.04814186195,2863.77268809995,16849225.9149567,16518848.936232,5768.21233224062,1000,0.462999999523163,22,109,9,1,0.85,372.651045227051,10,1,40,0.668685510022
"455","residential",4489187,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.00129782181082553,13.0293304703212,0.0245543924675906,245.928297798183,0,93.4733856201172,0,10,0,0,0,2.5,24538.3521665552,3738.93542480469,30,58.2753150396902,300,0,0.00129782181082553,0,0,0,0,0.00129782181082553,13.0293304703212,0.0245543924675906,245.928297798183,323,"CA","PAC","IOU","West",9,40,15.6487011815731,0,1.14073507352309,0,0.02,9815.34086662207,2136.49164356157,0.10054983314997,2498473.012944,10240.1708530958,10039.3831893096,15894229.4546204,15582577.8966867,1552.14494783701,1000,0.533999979496002,25,109,27,1,0.85,1495.57416992187,2.5,1,30,21.1585825657
"456","residential",4489369,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.000835362928712278,2.57294348785537,0.00484883428420154,43.2346255437174,0,38.6207077026367,0,10,0,0,0,5,43690.8445921658,1544.82830810547,30,244.510599692351,300,0,0.000835362928712278,0,0,0,0,0.000835362928712278,2.57294348785537,0.00484883428420154,43.2346255437174,322,"CA","PAC","IOU","West",2,30,15.6487011815731,0,1.14460833072662,0,0.02,8738.16891843316,2136.49164356157,0.10054983314997,2498473.012944,3141.63134059351,3080.03072607207,4876267.21998004,4780654.13723533,1552.14494997329,1000,0.46399998664856,22,109,9,1,0.85,308.965661621094,5,1,30,0.843629823451
"457","residential",4518299,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.00129782181082553,12.1145027643017,0.0228303561800012,228.660946952147,0,119.660612487793,0,10,0,0,0,2.5,24538.3521665552,4786.42449951172,30,45.9596966306282,300,0,0.00129782181082553,0,0,0,0,0.00129782181082553,12.1145027643017,0.0228303561800012,228.660946952147,323,"CA","PAC","IOU","West",7,50,15.6487011815731,0,1.14073507352309,0,0.02,9815.34086662207,7939.81093475385,0.0934899329186609,2323047.856587,9521.17826693615,9334.48849699622,54920177.8212136,53843311.5894251,5768.21232430159,1000,0.477999985218048,24,109,33,1,0.85,1914.56979980469,2.5,1,40,0.169805629109
"458","residential",4519378,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.000835362928712278,2.52703856423729,0.00476232427397255,40.3373706783183,0,93.1627613067627,0,10,0,0,0,10,83006.9961442945,3726.51045227051,30,192.999776317074,300,0,0.000835362928712278,0,0,0,0,0.000835362928712278,2.52703856423729,0.00476232427397255,40.3373706783183,322,"CA","PAC","IOU","West",1,50,15.6487011815731,0,1.14460833072662,0,0.02,8300.69961442945,6616.01646097976,0.0987558829787572,2453896.747137,3085.58022738142,3025.07865429551,14830797.2476349,14539997.3016029,4806.48570276233,1000,0.462999999523163,22,109,9,1,0.85,372.651045227051,10,1,40,0.668685510022
"459","residential",4519450,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.000835362928712278,2.69238074485124,0.00507391947136797,40.5780540180938,0,186.325522613525,0,10,0,0,0,20,156576.467680082,7453.02090454102,30,182.141865701454,300,0,0.000835362928712278,0,0,0,0,0.000835362928712278,2.69238074485124,0.00507391947136797,40.5780540180938,322,"CA","PAC","IOU","West",8,40,15.6487011815731,0,1.14460833072662,0,0.02,7828.82338400409,11440.8208555483,0.105217404093332,2614453.3151748,3287.46735742944,3223.00721316611,27324341.9880274,26788570.5764975,8311.66944556161,1000,0.462999999523163,22,109,9,1,0.85,372.651045227051,20,1,40,0.631809187854
"460","residential",4519471,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.000835362928712278,2.48643790227854,0.00468581039693014,41.7810232327815,0,46.5813806533814,0,10,0,0,0,5,43690.8445921658,1863.25522613525,30,203.065980744595,300,0,0.000835362928712278,0,0,0,0,0.000835362928712278,2.48643790227854,0.00468581039693014,41.7810232327815,322,"CA","PAC","IOU","West",10,50,15.6487011815731,0,1.14460833072662,0,0.02,8738.16891843316,3436.48827589968,0.0971692217073381,2414471.218092,3036.00575648437,2976.47623184742,7579639.2314217,7431018.854335,2496.5826284199,1000,0.462999999523163,22,109,9,1,0.85,372.651045227051,5,1,40,0.702872989604
"461","residential",4519655,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.000835362928712278,2.51022018397957,0.00473062923706899,37.8326321110503,0,186.325522613525,0,10,0,0,0,20,156576.467680082,7453.02090454102,30,182.141865701454,300,0,0.000835362928712278,0,0,0,0,0.000835362928712278,2.51022018397957,0.00473062923706899,37.8326321110503,322,"CA","PAC","IOU","West",5,50,15.6487011815731,0,1.14460833072662,0,0.02,7828.82338400409,9553.71005143396,0.0980986258968398,2437565.152839,3065.0445448975,3004.94563225245,21273547.8717941,20856419.4821511,6940.69778111675,1000,0.462999999523163,22,109,9,1,0.85,372.651045227051,20,1,40,0.631809187854
"462","residential",4520814,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.000835362928712278,2.43616180267834,0.00459106269781895,40.9362054782239,0,62.4981643676758,0,10,0,0,0,5,43690.8445921658,2499.92657470703,30,151.85929715327,300,0,0.000835362928712278,0,0,0,0,0.000835362928712278,2.43616180267834,0.00459106269781895,40.9362054782239,322,"CA","PAC","IOU","West",9,50,15.6487011815731,0,1.14460833072662,0,0.02,8738.16891843316,4530.07868701992,0.0952044473350701,2365650.294259,2974.61732299084,2916.29149312828,9789667.15528094,9597712.89733425,3291.0677550408,1000,0.462000012397766,22,109,12,1,0.85,499.985314941406,5,1,40,0.528961614929
"463","residential",4524532,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.0013994962045849,41.8872701188266,0.100839486630761,988.881330919241,0,56.824308013916,0,10,0,0,0,2.5,24025.8984025121,2272.97232055664,30,92.6370983515947,300,0,0.0013994962045849,0,0,0,0,0.0013994962045849,41.8872701188266,0.100839486630761,988.881330919241,313,"CA","PAC","All Other","West",7,30,12.6190045241887,0,1.11691220317568,0,0.02,9610.35936100482,4530.07868701992,0.0952044473350701,2365650.294259,30528.8541556821,29930.2491722374,128347910.266492,125831284.574993,4204.15091938863,0,0.556999981403351,27,109,18,1,0.85,909.188928222656,2.5,1,30,0.335460653369
"464","residential",4546738,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.0013994962045849,42.7517153958848,0.102920553687928,1009.28929242304,0,48.1425662994385,0,10,0,0,0,2.5,24025.8984025121,1925.70265197754,30,108.982049153426,300,0,0.0013994962045849,0,0,0,0,0.0013994962045849,42.7517153958848,0.102920553687928,1009.28929242304,313,"CA","PAC","All Other","West",10,50,12.6190045241887,0,1.11691220317568,0,0.02,9610.35936100482,3436.48827589968,0.0971692217073381,2414471.218092,31158.8910073083,30547.9323601061,99373231.0298328,97424736.3037576,3189.24158778709,0,0.527999997138977,28,109,15,1,0.85,770.281060791016,2.5,1,30,0.392348935905
"465","residential",4573155,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.000772694512583276,1.38394901141635,0.00260811768110347,21.548946726939,0,226.054319763184,0,10,0,0,0,10,80970.1492590065,9042.17279052734,30,78.7843376572421,300,0,0.000772694512583276,0,0,0,0,0.000772694512583276,1.38394901141635,0.00260811768110347,21.548946726939,318,"CA","PAC","IOU","West",4,50,15.6487011815731,0,1.11652163898244,0,0.02,8097.01492590065,11440.8208555483,0.105217404093332,2614453.3151748,1826.89014695512,1791.06877152463,15184506.9899837,14886771.5588075,8311.66943195335,1000,0.476999998092651,28,112,18,1,0.85,904.217279052734,10,1,40,0.28733987387
"466","residential",4575176,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.00164763487611008,3.65208460312052,0.0068825270019833,67.5022779472582,0,78.3516708374023,0,10,0,0,0,2.5,24029.0493481719,3134.06683349609,30,67.7428974002835,300,0,0.00164763487611008,0,0,0,0,0.00164763487611008,3.65208460312052,0.0068825270019833,67.5022779472582,317,"CA","PAC","IOU","West",1,50,15.6487011815731,0,1.11705868384417,0,0.02,9611.61973926878,6616.01646097976,0.0987558829787572,2453896.747137,2260.89308328895,2216.56184636172,10866950.2786619,10653872.8222175,4806.48570203663,1000,0.523999989032745,27,110,24,1,0.85,1253.62673339844,2.5,1,40,0.248786867488
"467","residential",4575264,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.000835362928712278,2.43599137665768,0.00459074152188337,40.9333417133488,0,67.0510780334473,0,10,0,0,0,5,43690.8445921658,2682.04312133789,30,141.683525756848,300,0,0.000835362928712278,0,0,0,0,0.000835362928712278,2.43599137665768,0.00459074152188337,40.9333417133488,322,"CA","PAC","IOU","West",4,50,15.6487011815731,0,1.14460833072662,0,0.02,8738.16891843316,5537.4988312099,0.095197787139064,2365484.800996,2974.40922835904,2916.08747878337,11965902.0956928,11731276.5644047,4022.95083729764,1000,0.462000012397766,21,111,12,1,0.85,536.408624267578,5,1,40,0.494402017083
"468","residential",4601704,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.000772694512583276,1.32255536415386,0.00249241843524119,24.4333274415138,0,49.0778827667236,0,10,0,0,0,2.5,24017.4969761513,1963.11531066895,30,106.906509912314,300,0,0.000772694512583276,0,0,0,0,0.000772694512583276,1.32255536415386,0.00249241843524119,24.4333274415138,318,"CA","PAC","IOU","West",2,50,15.6487011815731,0,1.11652163898244,0,0.02,9606.99879046051,2136.49164356157,0.10054983314997,2498473.012944,1745.84709670958,1711.61480069567,2709807.75014668,2656674.26484969,1552.14494743204,1000,0.49099999666214,28,111,18,1,0.85,785.246124267578,2.5,1,30,11.3833029002
"469","residential",4601814,2016,1.025,"Existing Home",15,0.06,0.2,0.1,0.33,0,0.00164763487611008,3.77508931935892,0.00711433523560383,58.8087616648527,0,275.015596008301,0,10,0,0,0,10,81009.0957523792,11000.623840332,30,65.1447101990871,300,0,0.00164763487611008,0,0,0,0,0.00164763487611008,3.77508931935892,0.00711433523560383,58.8087616648527,317,"CA","PAC","IOU","West",3,50,15.6487011815731,0,1.11705868384417,0,0.02,8100.90957523792,14451.5388051305,0.10208204890391,2536545.673945,2337.04151422007,2291.21717080399,24536442.6605393,24055335.9417052,10498.9331645346,1000,0.537000000476837,27,111,21,1,0.85,1100.0623840332,10,1,40,0.239745113406
