agent_id,control_reg,control_reg_id,state_id,state,sector_abbr,tariff_class,customers_in_bin,load_in_bin_kwh,load_per_customer_in_bin_kwh,max_demand_kw,avg_monthly_kwh,owner_occupancy_status,cap_cost_multiplier,developable_buildings_pct,bldg_size_class,rate_id_alias
791,Noroeste,4,25,Sinaloa,ind,DIST,2,24127989,12063994.5,4350,903833,1,1,0.6,small,160
792,Noroeste,4,25,Sinaloa,ind,DIST,0,0,0,4350,0,1,1,0.6,small,160
793,Noroeste,4,25,Sinaloa,ind,DIST,0,0,0,4350,0,1,1,0.6,small,160
794,Noroeste,4,25,Sinaloa,ind,DIST,0,0,0,4350,0,1,1,0.6,small,160
795,Noroeste,4,25,Sinaloa,ind,DIT,0,0,0,4350,0,1,1,0.6,small,156
796,Noroeste,4,25,Sinaloa,ind,DIT,0,0,0,4350,0,1,1,0.6,small,156
797,Noroeste,4,25,Sinaloa,ind,DIT,0,0,0,4350,0,1,1,0.6,small,156
798,Noroeste,4,25,Sinaloa,ind,DIT,0,0,0,4350,0,1,1,0.6,small,156
799,Noroeste,4,25,Sinaloa,ind,GDMTO,9854,508900942,51644.09803,4350,3869,1,1,0.6,small,166
800,Noroeste,4,25,Sinaloa,ind,GDMTO,0,0,0,4350,0,1,1,0.6,small,166
801,Noroeste,4,26,Sonora,res,DB1,1,0,0,4350,0,1,1,0.6,small,159
802,Noroeste,4,26,Sonora,com,GDBT,79071,345219603,4365.944569,4350,327,1,1,0.6,small,157
803,Noroeste,4,26,Sonora,com,GDBT,174,7368983.1,42350.47759,4350,3173,1,1,0.6,small,157
804,Noroeste,4,26,Sonora,com,APBT,0,0,0,4350,0,1,1,0.6,small,161
805,Noroeste,4,26,Sonora,com,GDBT,1044,165793142,158805.6916,4350,11898,1,1,0.6,small,157
806,Noroeste,4,26,Sonora,com,RAMT,27,44287.337,1640.271741,4350,123,1,1,0.6,small,163
807,Noroeste,4,26,Sonora,com,RABT,36,126401.77,3511.160278,4350,263,1,1,0.6,small,158
808,Noroeste,4,26,Sonora,res,DB2,91247,176184249,1930.84977,4350,145,1,1,0.6,small,167
809,Noroeste,4,26,Sonora,res,DB2,40025,84500479,2111.19248,4350,158,1,1,0.6,small,167
810,Noroeste,4,26,Sonora,res,DB2,28502,67475348,2367.389938,4350,177,1,1,0.6,small,167
811,Noroeste,4,26,Sonora,res,DB2,9597,13334559,1389.450766,4350,104,1,1,0.6,small,167
812,Noroeste,4,26,Sonora,res,DB2,264880,577215387,2179.15806,4350,163,1,1,0.6,small,167
813,Noroeste,4,26,Sonora,res,DB2,490488,1154000000,2352.758885,4350,176,1,1,0.6,small,167
814,Noroeste,4,26,Sonora,com,APBT,4469,122076656,27316.3249,4350,2047,1,1,0.6,small,161
815,Noroeste,4,26,Sonora,com,RABT,1966,124594320,63374.52696,4350,4748,1,1,0.6,small,158
816,Noroeste,4,26,Sonora,com,RAMT,275,5050264.7,18364.59891,4350,1376,1,1,0.6,small,163
817,Noroeste,4,26,Sonora,com,RABT,3172,592021212,186639.7264,4350,13983,1,1,0.6,small,158
818,Noroeste,4,26,Sonora,res,DB2,8280,61545196,7432.994686,4350,557,1,1,0.6,small,167
819,Noroeste,4,26,Sonora,ind,GDMTH,3519,2422000000,688263.7113,4350,51564,1,1,0.6,small,165
820,Noroeste,4,26,Sonora,ind,GDMTH,11,2631319.2,239210.8364,4350,17922,1,1,0.6,small,165
821,Noroeste,4,26,Sonora,ind,GDMTH,0,0,0,4350,0,1,1,0.6,small,165
822,Noroeste,4,26,Sonora,ind,GDMTH,0,0,0,4350,0,1,1,0.6,small,165
823,Noroeste,4,26,Sonora,ind,DIST,18,520813221,28934067.83,4350,2167736,1,1,0.6,small,160
824,Noroeste,4,26,Sonora,ind,DIST,0,0,0,4350,0,1,1,0.6,small,160
825,Noroeste,4,26,Sonora,ind,DIST,7,170377950,24339707.14,4350,1823527,1,1,0.6,small,160
826,Noroeste,4,26,Sonora,ind,DIST,0,0,0,4350,0,1,1,0.6,small,160
827,Noroeste,4,26,Sonora,ind,DIT,5,23574705,4714941,4350,353243,1,1,0.6,small,156
828,Noroeste,4,26,Sonora,ind,DIT,0,0,0,4350,0,1,1,0.6,small,156
829,Noroeste,4,26,Sonora,ind,DIT,3,61366218,20455406,4350,1532516,1,1,0.6,small,156
830,Noroeste,4,26,Sonora,ind,DIT,0,0,0,4350,0,1,1,0.6,small,156
831,Noroeste,4,26,Sonora,ind,GDMTO,12925,665092301,51457.81826,4350,3855,1,1,0.6,small,166
832,Noroeste,4,26,Sonora,ind,GDMTO,0,0,0,4350,0,1,1,0.6,small,166
833,Oriental,2,27,Tabasco,res,DB2,46,10076570,219055.8696,7128,16412,1,1,0.6,small,83
834,Oriental,2,27,Tabasco,com,GDBT,63342,466999449,7372.666619,7128,552,1,1,0.6,small,73
835,Oriental,2,27,Tabasco,com,GDBT,129,8581198.7,66520.92016,7128,4984,1,1,0.6,small,73
836,Oriental,2,27,Tabasco,com,APBT,0,0,0,7128,0,1,1,0.6,small,77
837,Oriental,2,27,Tabasco,com,GDBT,1021,72101813,70618.81783,7128,5291,1,1,0.6,small,73
838,Oriental,2,27,Tabasco,com,RAMT,13,45715.53,3516.579231,7128,263,1,1,0.6,small,79
839,Oriental,2,27,Tabasco,com,RABT,17,101855.54,5991.502353,7128,449,1,1,0.6,small,74
840,Oriental,2,27,Tabasco,res,DB2,5,867.594,173.5188,7128,13,1,1,0.6,small,83
841,Oriental,2,27,Tabasco,res,DB2,265,223185.22,842.2083774,7128,63,1,1,0.6,small,83
842,Oriental,2,27,Tabasco,res,DB2,378410,849933457,2246.065001,7128,168,1,1,0.6,small,83
843,Oriental,2,27,Tabasco,res,DB2,274608,654219747,2382.376868,7128,178,1,1,0.6,small,83
844,Oriental,2,27,Tabasco,res,DB1,0,0,0,7128,0,1,1,0.6,small,75
845,Oriental,2,27,Tabasco,res,DB1,0,0,0,7128,0,1,1,0.6,small,75
846,Oriental,2,27,Tabasco,com,APBT,3036,153036094,50407.14559,7128,3776,1,1,0.6,small,77
847,Oriental,2,27,Tabasco,com,RABT,74,2338859.9,31606.21486,7128,2368,1,1,0.6,small,74
848,Oriental,2,27,Tabasco,com,RAMT,34,49506.248,1456.066118,7128,109,1,1,0.6,small,79
849,Oriental,2,27,Tabasco,com,RABT,0,0,0,7128,0,1,1,0.6,small,74
850,Oriental,2,27,Tabasco,res,DB2,3526,41392055,11739.09671,7128,879,1,1,0.6,small,83
851,Oriental,2,27,Tabasco,ind,GDMTH,1206,633926670,525644.005,7128,39381,1,1,0.6,small,81
852,Oriental,2,27,Tabasco,ind,GDMTH,0,0,0,7128,0,1,1,0.6,small,81
853,Oriental,2,27,Tabasco,ind,GDMTH,0,0,0,7128,0,1,1,0.6,small,81
854,Oriental,2,27,Tabasco,ind,GDMTH,0,0,0,7128,0,1,1,0.6,small,81
855,Oriental,2,27,Tabasco,ind,DIST,8,207505514,25938189.25,7128,1943285,1,1,0.6,small,76
856,Oriental,2,27,Tabasco,ind,DIST,0,0,0,7128,0,1,1,0.6,small,76
857,Oriental,2,27,Tabasco,ind,DIST,1,299707.01,299707.01,7128,22454,1,1,0.6,small,76
858,Oriental,2,27,Tabasco,ind,DIST,0,0,0,7128,0,1,1,0.6,small,76
859,Oriental,2,27,Tabasco,ind,DIT,0,0,0,7128,0,1,1,0.6,small,72
860,Oriental,2,27,Tabasco,ind,DIT,0,0,0,7128,0,1,1,0.6,small,72
861,Oriental,2,27,Tabasco,ind,DIT,0,0,0,7128,0,1,1,0.6,small,72
862,Oriental,2,27,Tabasco,ind,DIT,0,0,0,7128,0,1,1,0.6,small,72
863,Oriental,2,27,Tabasco,ind,GDMTO,3629,208128940,57351.59548,7128,4297,1,1,0.6,small,82
864,Oriental,2,27,Tabasco,ind,GDMTO,0,0,0,7128,0,1,1,0.6,small,82
865,Noreste,6,28,Tamaulipas,res,DB2,9432,6873199.8,728.7107506,8710,55,1,1,0.6,small,155
866,Noreste,6,28,Tamaulipas,com,GDBT,93568,296900491,3173.098613,8710,238,1,1,0.6,small,145
867,Noreste,6,28,Tamaulipas,com,GDBT,250,5096340.6,20385.3624,8710,1527,1,1,0.6,small,145
868,Noreste,6,28,Tamaulipas,com,APBT,0,0,0,8710,0,1,1,0.6,small,149
869,Noreste,6,28,Tamaulipas,com,GDBT,1073,69696496,64954.7959,8710,4866,1,1,0.6,small,145
870,Noreste,6,28,Tamaulipas,com,RAMT,17,8959443,527026.0588,8710,39485,1,1,0.6,small,151
871,Noreste,6,28,Tamaulipas,com,RABT,33,69701.167,2112.156576,8710,158,1,1,0.6,small,146
872,Noreste,6,28,Tamaulipas,res,DB2,6661,9022136.7,1354.471806,8710,101,1,1,0.6,small,155
873,Noreste,6,28,Tamaulipas,res,DB2,36847,43918115,1191.904768,8710,89,1,1,0.6,small,155
874,Noreste,6,28,Tamaulipas,res,DB2,496239,862211714,1737.492849,8710,130,1,1,0.6,small,155
875,Noreste,6,28,Tamaulipas,res,DB2,193084,383045234,1983.826904,8710,149,1,1,0.6,small,155
876,Noreste,6,28,Tamaulipas,res,DB2,389723,865995438,2222.079369,8710,166,1,1,0.6,small,155
877,Noreste,6,28,Tamaulipas,res,DB1,3,0,0,8710,0,1,1,0.6,small,147
878,Noreste,6,28,Tamaulipas,com,APBT,4117,139333514,33843.45737,8710,2536,1,1,0.6,small,149
879,Noreste,6,28,Tamaulipas,com,RABT,1749,70535739,40329.18182,8710,3021,1,1,0.6,small,146
880,Noreste,6,28,Tamaulipas,com,RAMT,290,2808081.4,9683.03931,8710,725,1,1,0.6,small,151
881,Noreste,6,28,Tamaulipas,com,RABT,170,11659943,68587.9,8710,5139,1,1,0.6,small,146
882,Noreste,6,28,Tamaulipas,res,DB2,2276,21610699,9495.03471,8710,711,1,1,0.6,small,155
883,Noreste,6,28,Tamaulipas,ind,GDMTH,5271,2962000000,561942.7054,8710,42100,1,1,0.6,small,153
884,Noreste,6,28,Tamaulipas,ind,GDMTH,0,0,0,8710,0,1,1,0.6,small,153
885,Noreste,6,28,Tamaulipas,ind,GDMTH,0,0,0,8710,0,1,1,0.6,small,153
886,Noreste,6,28,Tamaulipas,ind,GDMTH,5,23484208,4696841.6,8710,351887,1,1,0.6,small,153
887,Noreste,6,28,Tamaulipas,ind,DIST,41,815382353,19887374.46,8710,1489959,1,1,0.6,small,148
888,Noreste,6,28,Tamaulipas,ind,DIST,0,0,0,8710,0,1,1,0.6,small,148
889,Noreste,6,28,Tamaulipas,ind,DIST,17,223748635,13161684.41,8710,986071,1,1,0.6,small,148
890,Noreste,6,28,Tamaulipas,ind,DIST,0,0,0,8710,0,1,1,0.6,small,148
891,Noreste,6,28,Tamaulipas,ind,DIT,11,137618267,12510751.55,8710,937304,1,1,0.6,small,144
892,Noreste,6,28,Tamaulipas,ind,DIT,0,0,0,8710,0,1,1,0.6,small,144
893,Noreste,6,28,Tamaulipas,ind,DIT,0,0,0,8710,0,1,1,0.6,small,144
894,Noreste,6,28,Tamaulipas,ind,DIT,0,0,0,8710,0,1,1,0.6,small,144
895,Noreste,6,28,Tamaulipas,ind,GDMTO,12543,524767341,41837.4664,8710,3134,1,1,0.6,small,154
896,Noreste,6,28,Tamaulipas,ind,GDMTO,0,0,0,8710,0,1,1,0.6,small,154
897,Oriental,2,29,Tlaxcala,res,DB2,345702,382591949,1106.710256,7128,83,1,1,0.6,small,83
898,Oriental,2,29,Tlaxcala,com,GDBT,47414,114350638,2411.748387,7128,181,1,1,0.6,small,73
899,Oriental,2,29,Tlaxcala,com,GDBT,36,1593877,44274.36111,7128,3317,1,1,0.6,small,73
900,Oriental,2,29,Tlaxcala,com,APBT,0,0,0,7128,0,1,1,0.6,small,77
901,Oriental,2,29,Tlaxcala,com,GDBT,511,61859292,121055.3659,7128,9069,1,1,0.6,small,73
902,Oriental,2,29,Tlaxcala,com,RAMT,30,170248.64,5674.954667,7128,425,1,1,0.6,small,79
903,Oriental,2,29,Tlaxcala,com,RABT,10,141618.04,14161.804,7128,1061,1,1,0.6,small,74
904,Oriental,2,29,Tlaxcala,res,DB1,0,0,0,7128,0,1,1,0.6,small,75
905,Oriental,2,29,Tlaxcala,res,DB1,0,0,0,7128,0,1,1,0.6,small,75
906,Oriental,2,29,Tlaxcala,res,DB1,0,0,0,7128,0,1,1,0.6,small,75
907,Oriental,2,29,Tlaxcala,res,DB1,0,0,0,7128,0,1,1,0.6,small,75
908,Oriental,2,29,Tlaxcala,res,DB1,0,0,0,7128,0,1,1,0.6,small,75
909,Oriental,2,29,Tlaxcala,res,DB1,0,0,0,7128,0,1,1,0.6,small,75
910,Oriental,2,29,Tlaxcala,com,APBT,545,66538587,122089.1505,7128,9147,1,1,0.6,small,77
911,Oriental,2,29,Tlaxcala,com,RABT,382,17414947,45588.86649,7128,3416,1,1,0.6,small,74
912,Oriental,2,29,Tlaxcala,com,RAMT,56,679860.01,12140.35732,7128,910,1,1,0.6,small,79
913,Oriental,2,29,Tlaxcala,com,RABT,35,3672405.3,104925.8657,7128,7861,1,1,0.6,small,74
914,Oriental,2,29,Tlaxcala,res,DB2,2080,9538915.7,4586.017163,7128,344,1,1,0.6,small,83
915,Oriental,2,29,Tlaxcala,ind,GDMTH,374,665760576,1780108.492,7128,133365,1,1,0.6,small,81
916,Oriental,2,29,Tlaxcala,ind,GDMTH,0,0,0,7128,0,1,1,0.6,small,81
917,Oriental,2,29,Tlaxcala,ind,GDMTH,0,0,0,7128,0,1,1,0.6,small,81
918,Oriental,2,29,Tlaxcala,ind,GDMTH,0,0,0,7128,0,1,1,0.6,small,81
919,Oriental,2,29,Tlaxcala,ind,DIST,7,63113246,9016178,7128,675491,1,1,0.6,small,76
920,Oriental,2,29,Tlaxcala,ind,DIST,0,0,0,7128,0,1,1,0.6,small,76
921,Oriental,2,29,Tlaxcala,ind,DIST,6,333222834,55537139,7128,4160833,1,1,0.6,small,76
922,Oriental,2,29,Tlaxcala,ind,DIST,0,0,0,7128,0,1,1,0.6,small,76
923,Oriental,2,29,Tlaxcala,ind,DIT,1,319199605,319199605,7128,23914382,1,1,0.6,small,72
924,Oriental,2,29,Tlaxcala,ind,DIT,0,0,0,7128,0,1,1,0.6,small,72
925,Oriental,2,29,Tlaxcala,ind,DIT,0,0,0,7128,0,1,1,0.6,small,72
926,Oriental,2,29,Tlaxcala,ind,DIT,0,0,0,7128,0,1,1,0.6,small,72
927,Oriental,2,29,Tlaxcala,ind,GDMTO,1181,84678282,71700.4928,7128,5372,1,1,0.6,small,82
928,Oriental,2,29,Tlaxcala,ind,GDMTO,0,0,0,7128,0,1,1,0.6,small,82
929,Oriental,2,30,VeracruzdeIgnaciodelaLlave,res,DB2,663959,750406090,1130.19944,7128,85,1,1,0.6,small,83
930,Oriental,2,30,VeracruzdeIgnaciodelaLlave,com,GDBT,248109,748273877,3015.907835,7128,226,1,1,0.6,small,73
931,Oriental,2,30,VeracruzdeIgnaciodelaLlave,com,GDBT,239,13328940,55769.62343,7128,4178,1,1,0.6,small,73
932,Oriental,2,30,VeracruzdeIgnaciodelaLlave,com,APBT,0,0,0,7128,0,1,1,0.6,small,77
933,Oriental,2,30,VeracruzdeIgnaciodelaLlave,com,GDBT,1663,62977514,37869.82201,7128,2837,1,1,0.6,small,73
934,Oriental,2,30,VeracruzdeIgnaciodelaLlave,com,RAMT,244,326682.51,1338.862746,7128,100,1,1,0.6,small,79
935,Oriental,2,30,VeracruzdeIgnaciodelaLlave,com,RABT,52,59690.467,1147.893596,7128,86,1,1,0.6,small,74
936,Oriental,2,30,VeracruzdeIgnaciodelaLlave,res,DB2,250764,262562615,1047.050673,7128,78,1,1,0.6,small,83
937,Oriental,2,30,VeracruzdeIgnaciodelaLlave,res,DB2,918836,1188000000,1292.940198,7128,97,1,1,0.6,small,83
938,Oriental,2,30,VeracruzdeIgnaciodelaLlave,res,DB2,576717,1107000000,1919.48564,7128,144,1,1,0.6,small,83
939,Oriental,2,30,VeracruzdeIgnaciodelaLlave,res,DB2,36248,53653521,1480.178796,7128,111,1,1,0.6,small,83
940,Oriental,2,30,VeracruzdeIgnaciodelaLlave,res,DB1,0,0,0,7128,0,1,1,0.6,small,75
941,Oriental,2,30,VeracruzdeIgnaciodelaLlave,res,DB1,0,0,0,7128,0,1,1,0.6,small,75
942,Oriental,2,30,VeracruzdeIgnaciodelaLlave,com,APBT,7871,303510716,38560.62965,7128,2889,1,1,0.6,small,77
943,Oriental,2,30,VeracruzdeIgnaciodelaLlave,com,RABT,1474,28715186,19481.13026,7128,1460,1,1,0.6,small,74
944,Oriental,2,30,VeracruzdeIgnaciodelaLlave,com,RAMT,191,1094663.4,5731.22199,7128,429,1,1,0.6,small,79
945,Oriental,2,30,VeracruzdeIgnaciodelaLlave,com,RABT,408,32757533,80288.07108,7128,6015,1,1,0.6,small,74
946,Oriental,2,30,VeracruzdeIgnaciodelaLlave,res,DB2,20769,115160850,5544.843276,7128,415,1,1,0.6,small,83
947,Oriental,2,30,VeracruzdeIgnaciodelaLlave,ind,GDMTH,3154,2048000000,649334.1788,7128,48659,1,1,0.6,small,81
948,Oriental,2,30,VeracruzdeIgnaciodelaLlave,ind,GDMTH,0,0,0,7128,0,1,1,0.6,small,81
949,Oriental,2,30,VeracruzdeIgnaciodelaLlave,ind,GDMTH,0,0,0,7128,0,1,1,0.6,small,81
950,Oriental,2,30,VeracruzdeIgnaciodelaLlave,ind,GDMTH,1,218873.94,218873.94,7128,16398,1,1,0.6,small,81
951,Oriental,2,30,VeracruzdeIgnaciodelaLlave,ind,DIST,33,812651688,24625808.73,7128,1844962,1,1,0.6,small,76
952,Oriental,2,30,VeracruzdeIgnaciodelaLlave,ind,DIST,0,0,0,7128,0,1,1,0.6,small,76
953,Oriental,2,30,VeracruzdeIgnaciodelaLlave,ind,DIST,14,537936977,38424069.79,7128,2878725,1,1,0.6,small,76
954,Oriental,2,30,VeracruzdeIgnaciodelaLlave,ind,DIST,0,0,0,7128,0,1,1,0.6,small,76
955,Oriental,2,30,VeracruzdeIgnaciodelaLlave,ind,DIT,6,570262529,95043754.83,7128,7120663,1,1,0.6,small,72
956,Oriental,2,30,VeracruzdeIgnaciodelaLlave,ind,DIT,0,0,0,7128,0,1,1,0.6,small,72
957,Oriental,2,30,VeracruzdeIgnaciodelaLlave,ind,DIT,1,673724341,673724341,7128,50475317,1,1,0.6,small,72
958,Oriental,2,30,VeracruzdeIgnaciodelaLlave,ind,DIT,0,0,0,7128,0,1,1,0.6,small,72
959,Oriental,2,30,VeracruzdeIgnaciodelaLlave,ind,GDMTO,11454,692730122,60479.31919,7128,4531,1,1,0.6,small,82
960,Oriental,2,30,VeracruzdeIgnaciodelaLlave,ind,GDMTO,0,0,0,7128,0,1,1,0.6,small,82
961,Peninsular,7,31,Yucatan,res,DB1,0,0,0,1893,0,1,1,0.6,small,87
962,Peninsular,7,31,Yucatan,com,GDBT,73035,365453951,5003.819415,1893,375,1,1,0.6,small,85
963,Peninsular,7,31,Yucatan,com,GDBT,113,9126221.3,80763.02035,1893,6051,1,1,0.6,small,85
964,Peninsular,7,31,Yucatan,com,APBT,0,0,0,1893,0,1,1,0.6,small,89
965,Peninsular,7,31,Yucatan,com,GDBT,861,51961339,60349.98722,1893,4521,1,1,0.6,small,85
966,Peninsular,7,31,Yucatan,com,RAMT,189,312347.19,1652.630635,1893,124,1,1,0.6,small,91
967,Peninsular,7,31,Yucatan,com,RABT,1023,793728.38,775.8830694,1893,58,1,1,0.6,small,86
968,Peninsular,7,31,Yucatan,res,DB2,16,40096.19,2506.011875,1893,188,1,1,0.6,small,95
969,Peninsular,7,31,Yucatan,res,DB2,251456,353462761,1405.664454,1893,105,1,1,0.6,small,95
970,Peninsular,7,31,Yucatan,res,DB2,438525,955431806,2178.739652,1893,163,1,1,0.6,small,95
971,Peninsular,7,31,Yucatan,res,DB2,3470,2144385.4,617.9785014,1893,46,1,1,0.6,small,95
972,Peninsular,7,31,Yucatan,res,DB1,0,0,0,1893,0,1,1,0.6,small,87
973,Peninsular,7,31,Yucatan,res,DB1,0,0,0,1893,0,1,1,0.6,small,87
974,Peninsular,7,31,Yucatan,com,APBT,2623,139173383,53058.85742,1893,3975,1,1,0.6,small,89
975,Peninsular,7,31,Yucatan,com,RABT,5757,89375770,15524.71252,1893,1163,1,1,0.6,small,86
976,Peninsular,7,31,Yucatan,com,RAMT,190,1366166.9,7190.352105,1893,539,1,1,0.6,small,91
977,Peninsular,7,31,Yucatan,com,RABT,61,10562143,173149.8852,1893,12972,1,1,0.6,small,86
978,Peninsular,7,31,Yucatan,res,DB2,5892,59611623,10117.3834,1893,758,1,1,0.6,small,95
979,Peninsular,7,31,Yucatan,ind,GDMTH,2388,1204000000,504187.6047,1893,37776,1,1,0.6,small,93
980,Peninsular,7,31,Yucatan,ind,GDMTH,0,0,0,1893,0,1,1,0.6,small,93
981,Peninsular,7,31,Yucatan,ind,GDMTH,0,0,0,1893,0,1,1,0.6,small,93
982,Peninsular,7,31,Yucatan,ind,GDMTH,0,0,0,1893,0,1,1,0.6,small,93
983,Peninsular,7,31,Yucatan,ind,DIST,4,35849638,8962409.5,1893,671462,1,1,0.6,small,88
984,Peninsular,7,31,Yucatan,ind,DIST,0,0,0,1893,0,1,1,0.6,small,88
985,Peninsular,7,31,Yucatan,ind,DIST,1,160237.94,160237.94,1893,12005,1,1,0.6,small,88
986,Peninsular,7,31,Yucatan,ind,DIST,0,0,0,1893,0,1,1,0.6,small,88
987,Peninsular,7,31,Yucatan,ind,DIT,2,8006971.6,4003485.8,1893,299941,1,1,0.6,small,84
988,Peninsular,7,31,Yucatan,ind,DIT,0,0,0,1893,0,1,1,0.6,small,84
989,Peninsular,7,31,Yucatan,ind,DIT,0,0,0,1893,0,1,1,0.6,small,84
990,Peninsular,7,31,Yucatan,ind,DIT,0,0,0,1893,0,1,1,0.6,small,84
991,Peninsular,7,31,Yucatan,ind,GDMTO,5285,344584098,65200.39697,1893,4885,1,1,0.6,small,94
992,Peninsular,7,31,Yucatan,ind,GDMTO,0,0,0,1893,0,1,1,0.6,small,94
993,Occidental,3,32,Zacatecas,res,DB2,518548,551270949,1063.104957,9351,80,1,1,0.6,small,191
994,Occidental,3,32,Zacatecas,com,GDBT,60040,135080782,2249.846469,9351,169,1,1,0.6,small,181
995,Occidental,3,32,Zacatecas,com,GDBT,6,381020.59,63503.43167,9351,4758,1,1,0.6,small,181
996,Occidental,3,32,Zacatecas,com,APBT,0,0,0,9351,0,1,1,0.6,small,185
997,Occidental,3,32,Zacatecas,com,GDBT,1475,134053364,90883.63661,9351,6809,1,1,0.6,small,181
998,Occidental,3,32,Zacatecas,com,RAMT,42,71169.403,1694.509595,9351,127,1,1,0.6,small,187
999,Occidental,3,32,Zacatecas,com,RABT,425,261199.18,614.5863059,9351,46,1,1,0.6,small,182
1000,Occidental,3,32,Zacatecas,res,DB2,8,3363.5952,420.4494,9351,32,1,1,0.6,small,191
1001,Occidental,3,32,Zacatecas,res,DB2,37,36198.691,978.343,9351,73,1,1,0.6,small,191
1002,Occidental,3,32,Zacatecas,res,DB1,3,93.4332,31.1444,9351,2,1,1,0.6,small,183
1003,Occidental,3,32,Zacatecas,res,DB1,0,0,0,9351,0,1,1,0.6,small,183
1004,Occidental,3,32,Zacatecas,res,DB1,0,0,0,9351,0,1,1,0.6,small,183
1005,Occidental,3,32,Zacatecas,res,DB1,0,0,0,9351,0,1,1,0.6,small,183
1006,Occidental,3,32,Zacatecas,com,APBT,11791,121831447,10332.57968,9351,774,1,1,0.6,small,185
1007,Occidental,3,32,Zacatecas,com,RABT,640,4923275.6,7692.618125,9351,576,1,1,0.6,small,182
1008,Occidental,3,32,Zacatecas,com,RAMT,336,977324.62,2908.704226,9351,218,1,1,0.6,small,187
1009,Occidental,3,32,Zacatecas,com,RABT,7189,301181493,41894.76881,9351,3139,1,1,0.6,small,182
1010,Occidental,3,32,Zacatecas,res,DB2,2863,12696584,4434.713238,9351,332,1,1,0.6,small,191
1011,Occidental,3,32,Zacatecas,ind,GDMTH,418,342995293,820562.9019,9351,61476,1,1,0.6,small,189
1012,Occidental,3,32,Zacatecas,ind,GDMTH,0,0,0,9351,0,1,1,0.6,small,189
1013,Occidental,3,32,Zacatecas,ind,GDMTH,0,0,0,9351,0,1,1,0.6,small,189
1014,Occidental,3,32,Zacatecas,ind,GDMTH,0,0,0,9351,0,1,1,0.6,small,189
1015,Occidental,3,32,Zacatecas,ind,DIST,11,460926237,41902385.18,9351,3139320,1,1,0.6,small,184
1016,Occidental,3,32,Zacatecas,ind,DIST,0,0,0,9351,0,1,1,0.6,small,184
1017,Occidental,3,32,Zacatecas,ind,DIST,2,20740088,10370044,9351,776922,1,1,0.6,small,184
1018,Occidental,3,32,Zacatecas,ind,DIST,0,0,0,9351,0,1,1,0.6,small,184
1019,Occidental,3,32,Zacatecas,ind,DIT,2,4172019.3,2086009.65,9351,156284,1,1,0.6,small,180
1020,Occidental,3,32,Zacatecas,ind,DIT,0,0,0,9351,0,1,1,0.6,small,180
1021,Occidental,3,32,Zacatecas,ind,DIT,0,0,0,9351,0,1,1,0.6,small,180
1022,Occidental,3,32,Zacatecas,ind,DIT,0,0,0,9351,0,1,1,0.6,small,180
1023,Occidental,3,32,Zacatecas,ind,GDMTO,2692,124049605,46080.83395,9351,3452,1,1,0.6,small,190
1024,Occidental,3,32,Zacatecas,ind,GDMTO,0,0,0,9351,0,1,1,0.6,small,190
115,Peninsular,7,4,Campeche,ind,GDMTH,702,294217476,419113.2137,1893,31400,1,1,0.6,small,93
