source,year,sector,sector_abbr,country_abbr,control_reg_id,escalation_factor
Low,2022,Residential,res,MEX,5,1.017631798
Low,2022,Residential,res,MEX,6,1.017631798
Low,2022,Residential,res,MEX,7,1.017631798
Low,2022,Residential,res,MEX,8,1.017631798
Low,2022,Residential,res,MEX,9,1.017631798
High,2022,Residential,res,MEX,1,1.072135352
High,2022,Residential,res,MEX,2,1.072135352
High,2022,Residential,res,MEX,3,1.072135352
High,2022,Residential,res,MEX,4,1.072135352
High,2022,Residential,res,MEX,5,1.072135352
High,2022,Residential,res,MEX,6,1.072135352
High,2022,Residential,res,MEX,7,1.072135352
High,2022,Residential,res,MEX,8,1.072135352
High,2022,Residential,res,MEX,9,1.072135352
Planning,2022,Commercial,com,MEX,1,1.035529397
Planning,2022,Commercial,com,MEX,2,1.035529397
Planning,2022,Commercial,com,MEX,3,1.035529397
Planning,2022,Commercial,com,MEX,4,1.035529397
Planning,2022,Commercial,com,MEX,5,1.035529397
Planning,2022,Commercial,com,MEX,6,1.035529397
Planning,2022,Commercial,com,MEX,7,1.035529397
Planning,2022,Commercial,com,MEX,8,1.035529397
Planning,2022,Commercial,com,MEX,9,1.035529397
Low,2022,Commercial,com,MEX,1,1.017631798
Low,2022,Commercial,com,MEX,2,1.017631798
Low,2022,Commercial,com,MEX,3,1.017631798
Low,2022,Commercial,com,MEX,4,1.017631798
Low,2022,Commercial,com,MEX,5,1.017631798
Low,2022,Commercial,com,MEX,6,1.017631798
Low,2022,Commercial,com,MEX,7,1.017631798
Low,2022,Commercial,com,MEX,8,1.017631798
Low,2022,Commercial,com,MEX,9,1.017631798
High,2022,Commercial,com,MEX,1,1.072135352
High,2022,Commercial,com,MEX,2,1.072135352
High,2022,Commercial,com,MEX,3,1.072135352
High,2022,Commercial,com,MEX,4,1.072135352
High,2022,Commercial,com,MEX,5,1.072135352
High,2022,Commercial,com,MEX,6,1.072135352
High,2022,Commercial,com,MEX,7,1.072135352
High,2022,Commercial,com,MEX,8,1.072135352
High,2022,Commercial,com,MEX,9,1.072135352
Planning,2022,Industrial,ind,MEX,1,1.035529397
Planning,2022,Industrial,ind,MEX,2,1.035529397
Planning,2022,Industrial,ind,MEX,3,1.035529397
Planning,2022,Industrial,ind,MEX,4,1.035529397
Planning,2022,Industrial,ind,MEX,5,1.035529397
Planning,2022,Industrial,ind,MEX,6,1.035529397
Planning,2022,Industrial,ind,MEX,7,1.035529397
Planning,2022,Industrial,ind,MEX,8,1.035529397
Planning,2022,Industrial,ind,MEX,9,1.035529397
Low,2022,Industrial,ind,MEX,1,1.017631798
Low,2022,Industrial,ind,MEX,2,1.017631798
Low,2022,Industrial,ind,MEX,3,1.017631798
Low,2022,Industrial,ind,MEX,4,1.017631798
Low,2022,Industrial,ind,MEX,5,1.017631798
Low,2022,Industrial,ind,MEX,6,1.017631798
Low,2022,Industrial,ind,MEX,7,1.017631798
Low,2022,Industrial,ind,MEX,8,1.017631798
Low,2022,Industrial,ind,MEX,9,1.017631798
High,2022,Industrial,ind,MEX,1,1.072135352
High,2022,Industrial,ind,MEX,2,1.072135352
High,2022,Industrial,ind,MEX,3,1.072135352
High,2022,Industrial,ind,MEX,4,1.072135352
High,2022,Industrial,ind,MEX,5,1.072135352
High,2022,Industrial,ind,MEX,6,1.072135352
High,2022,Industrial,ind,MEX,7,1.072135352
High,2022,Industrial,ind,MEX,8,1.072135352
High,2022,Industrial,ind,MEX,9,1.072135352
Planning,2023,Residential,res,MEX,1,1.040707044
Planning,2023,Residential,res,MEX,2,1.040707044
Planning,2023,Residential,res,MEX,3,1.040707044
Planning,2023,Residential,res,MEX,4,1.040707044
Planning,2023,Residential,res,MEX,5,1.040707044
Planning,2023,Residential,res,MEX,6,1.040707044
Planning,2023,Residential,res,MEX,7,1.040707044
Planning,2023,Residential,res,MEX,8,1.040707044
Planning,2023,Residential,res,MEX,9,1.040707044
Low,2023,Residential,res,MEX,1,1.020175878
Low,2023,Residential,res,MEX,2,1.020175878
Low,2023,Residential,res,MEX,3,1.020175878
Low,2023,Residential,res,MEX,4,1.020175878
Low,2023,Residential,res,MEX,5,1.020175878
Low,2023,Residential,res,MEX,6,1.020175878
Low,2023,Residential,res,MEX,7,1.020175878
Low,2023,Residential,res,MEX,8,1.020175878
Low,2023,Residential,res,MEX,9,1.020175878
High,2023,Residential,res,MEX,1,1.082856706
High,2023,Residential,res,MEX,2,1.082856706
High,2023,Residential,res,MEX,3,1.082856706
High,2023,Residential,res,MEX,4,1.082856706
High,2023,Residential,res,MEX,5,1.082856706
High,2023,Residential,res,MEX,6,1.082856706
High,2023,Residential,res,MEX,7,1.082856706
High,2023,Residential,res,MEX,8,1.082856706
High,2023,Residential,res,MEX,9,1.082856706
Planning,2023,Commercial,com,MEX,1,1.040707044
Planning,2023,Commercial,com,MEX,2,1.040707044
Planning,2023,Commercial,com,MEX,3,1.040707044
Planning,2023,Commercial,com,MEX,4,1.040707044
Planning,2023,Commercial,com,MEX,5,1.040707044
Planning,2023,Commercial,com,MEX,6,1.040707044
Planning,2023,Commercial,com,MEX,7,1.040707044
Planning,2023,Commercial,com,MEX,8,1.040707044
Planning,2023,Commercial,com,MEX,9,1.040707044
Low,2023,Commercial,com,MEX,1,1.020175878
Low,2023,Commercial,com,MEX,2,1.020175878
Low,2023,Commercial,com,MEX,3,1.020175878
Low,2023,Commercial,com,MEX,4,1.020175878
Low,2023,Commercial,com,MEX,5,1.020175878
Low,2023,Commercial,com,MEX,6,1.020175878
Low,2023,Commercial,com,MEX,7,1.020175878
Low,2023,Commercial,com,MEX,8,1.020175878
Low,2023,Commercial,com,MEX,9,1.020175878
High,2023,Commercial,com,MEX,1,1.082856706
High,2023,Commercial,com,MEX,2,1.082856706
High,2023,Commercial,com,MEX,3,1.082856706
High,2023,Commercial,com,MEX,4,1.082856706
High,2023,Commercial,com,MEX,5,1.082856706
High,2023,Commercial,com,MEX,6,1.082856706
High,2023,Commercial,com,MEX,7,1.082856706
High,2023,Commercial,com,MEX,8,1.082856706
High,2023,Commercial,com,MEX,9,1.082856706
Planning,2023,Industrial,ind,MEX,1,1.040707044
Planning,2023,Industrial,ind,MEX,2,1.040707044
Planning,2023,Industrial,ind,MEX,3,1.040707044
Planning,2023,Industrial,ind,MEX,4,1.040707044
Planning,2023,Industrial,ind,MEX,5,1.040707044
Planning,2023,Industrial,ind,MEX,6,1.040707044
Planning,2023,Industrial,ind,MEX,7,1.040707044
Planning,2023,Industrial,ind,MEX,8,1.040707044
Planning,2023,Industrial,ind,MEX,9,1.040707044
Low,2023,Industrial,ind,MEX,1,1.020175878
Low,2023,Industrial,ind,MEX,2,1.020175878
Low,2023,Industrial,ind,MEX,3,1.020175878
Low,2023,Industrial,ind,MEX,4,1.020175878
Low,2023,Industrial,ind,MEX,5,1.020175878
Low,2023,Industrial,ind,MEX,6,1.020175878
Low,2023,Industrial,ind,MEX,7,1.020175878
Low,2023,Industrial,ind,MEX,8,1.020175878
Low,2023,Industrial,ind,MEX,9,1.020175878
High,2023,Industrial,ind,MEX,1,1.082856706
High,2023,Industrial,ind,MEX,2,1.082856706
High,2023,Industrial,ind,MEX,3,1.082856706
High,2023,Industrial,ind,MEX,4,1.082856706
High,2023,Industrial,ind,MEX,5,1.082856706
High,2023,Industrial,ind,MEX,6,1.082856706
High,2023,Industrial,ind,MEX,7,1.082856706
High,2023,Industrial,ind,MEX,8,1.082856706
High,2023,Industrial,ind,MEX,9,1.082856706
Planning,2024,Residential,res,MEX,1,1.045910579
Planning,2024,Residential,res,MEX,2,1.045910579
Planning,2024,Residential,res,MEX,3,1.045910579
Planning,2024,Residential,res,MEX,4,1.045910579
Planning,2024,Residential,res,MEX,5,1.045910579
Planning,2024,Residential,res,MEX,6,1.045910579
Planning,2024,Residential,res,MEX,7,1.045910579
Planning,2024,Residential,res,MEX,8,1.045910579
Planning,2024,Residential,res,MEX,9,1.045910579
Low,2024,Residential,res,MEX,1,1.022726317
Low,2024,Residential,res,MEX,2,1.022726317
Low,2024,Residential,res,MEX,3,1.022726317
Low,2024,Residential,res,MEX,4,1.022726317
Low,2024,Residential,res,MEX,5,1.022726317
Low,2024,Residential,res,MEX,6,1.022726317
Low,2024,Residential,res,MEX,7,1.022726317
Low,2024,Residential,res,MEX,8,1.022726317
Low,2024,Residential,res,MEX,9,1.022726317
High,2024,Residential,res,MEX,1,1.093685273
High,2024,Residential,res,MEX,2,1.093685273
High,2024,Residential,res,MEX,3,1.093685273
High,2024,Residential,res,MEX,4,1.093685273
High,2024,Residential,res,MEX,5,1.093685273
High,2024,Residential,res,MEX,6,1.093685273
High,2024,Residential,res,MEX,7,1.093685273
High,2024,Residential,res,MEX,8,1.093685273
High,2024,Residential,res,MEX,9,1.093685273
Planning,2024,Commercial,com,MEX,1,1.045910579
Planning,2024,Commercial,com,MEX,2,1.045910579
Planning,2024,Commercial,com,MEX,3,1.045910579
Planning,2024,Commercial,com,MEX,4,1.045910579
Planning,2024,Commercial,com,MEX,5,1.045910579
Planning,2024,Commercial,com,MEX,6,1.045910579
Planning,2024,Commercial,com,MEX,7,1.045910579
Planning,2024,Commercial,com,MEX,8,1.045910579
Planning,2024,Commercial,com,MEX,9,1.045910579
Low,2024,Commercial,com,MEX,1,1.022726317
Low,2024,Commercial,com,MEX,2,1.022726317
Low,2024,Commercial,com,MEX,3,1.022726317
Low,2024,Commercial,com,MEX,4,1.022726317
Low,2024,Commercial,com,MEX,5,1.022726317
Low,2024,Commercial,com,MEX,6,1.022726317
Low,2024,Commercial,com,MEX,7,1.022726317
Low,2024,Commercial,com,MEX,8,1.022726317
Low,2024,Commercial,com,MEX,9,1.022726317
High,2024,Commercial,com,MEX,1,1.093685273
High,2024,Commercial,com,MEX,2,1.093685273
High,2024,Commercial,com,MEX,3,1.093685273
High,2024,Commercial,com,MEX,4,1.093685273
High,2024,Commercial,com,MEX,5,1.093685273
High,2024,Commercial,com,MEX,6,1.093685273
High,2024,Commercial,com,MEX,7,1.093685273
High,2024,Commercial,com,MEX,8,1.093685273
High,2024,Commercial,com,MEX,9,1.093685273
Planning,2024,Industrial,ind,MEX,1,1.045910579
Planning,2024,Industrial,ind,MEX,2,1.045910579
Planning,2024,Industrial,ind,MEX,3,1.045910579
Planning,2024,Industrial,ind,MEX,4,1.045910579
Planning,2024,Industrial,ind,MEX,5,1.045910579
Planning,2024,Industrial,ind,MEX,6,1.045910579
Planning,2024,Industrial,ind,MEX,7,1.045910579
Planning,2024,Industrial,ind,MEX,8,1.045910579
Planning,2024,Industrial,ind,MEX,9,1.045910579
Low,2024,Industrial,ind,MEX,1,1.022726317
Low,2024,Industrial,ind,MEX,2,1.022726317
Low,2024,Industrial,ind,MEX,3,1.022726317
Low,2024,Industrial,ind,MEX,4,1.022726317
Low,2024,Industrial,ind,MEX,5,1.022726317
Low,2024,Industrial,ind,MEX,6,1.022726317
Low,2024,Industrial,ind,MEX,7,1.022726317
Low,2024,Industrial,ind,MEX,8,1.022726317
Low,2024,Industrial,ind,MEX,9,1.022726317
High,2024,Industrial,ind,MEX,1,1.093685273
High,2024,Industrial,ind,MEX,2,1.093685273
High,2024,Industrial,ind,MEX,3,1.093685273
High,2024,Industrial,ind,MEX,4,1.093685273
High,2024,Industrial,ind,MEX,5,1.093685273
High,2024,Industrial,ind,MEX,6,1.093685273
High,2024,Industrial,ind,MEX,7,1.093685273
High,2024,Industrial,ind,MEX,8,1.093685273
High,2024,Industrial,ind,MEX,9,1.093685273
Planning,2025,Residential,res,MEX,1,1.051140132
Planning,2025,Residential,res,MEX,2,1.051140132
Planning,2025,Residential,res,MEX,3,1.051140132
Planning,2025,Residential,res,MEX,4,1.051140132
Planning,2025,Residential,res,MEX,5,1.051140132
Planning,2025,Residential,res,MEX,6,1.051140132
Planning,2025,Residential,res,MEX,7,1.051140132
Planning,2025,Residential,res,MEX,8,1.051140132
Planning,2025,Residential,res,MEX,9,1.051140132
Low,2025,Residential,res,MEX,1,1.025283133
Low,2025,Residential,res,MEX,2,1.025283133
Low,2025,Residential,res,MEX,3,1.025283133
Low,2025,Residential,res,MEX,4,1.025283133
Low,2025,Residential,res,MEX,5,1.025283133
Low,2025,Residential,res,MEX,6,1.025283133
Low,2025,Residential,res,MEX,7,1.025283133
Low,2025,Residential,res,MEX,8,1.025283133
Low,2025,Residential,res,MEX,9,1.025283133
High,2025,Residential,res,MEX,1,1.104622125
High,2025,Residential,res,MEX,2,1.104622125
High,2025,Residential,res,MEX,3,1.104622125
High,2025,Residential,res,MEX,4,1.104622125
High,2025,Residential,res,MEX,5,1.104622125
High,2025,Residential,res,MEX,6,1.104622125
High,2025,Residential,res,MEX,7,1.104622125
High,2025,Residential,res,MEX,8,1.104622125
High,2025,Residential,res,MEX,9,1.104622125
Planning,2025,Commercial,com,MEX,1,1.051140132
Planning,2025,Commercial,com,MEX,2,1.051140132
Planning,2025,Commercial,com,MEX,3,1.051140132
Planning,2025,Commercial,com,MEX,4,1.051140132
Planning,2025,Commercial,com,MEX,5,1.051140132
Planning,2025,Commercial,com,MEX,6,1.051140132
Planning,2025,Commercial,com,MEX,7,1.051140132
Planning,2025,Commercial,com,MEX,8,1.051140132
Planning,2025,Commercial,com,MEX,9,1.051140132
Low,2025,Commercial,com,MEX,1,1.025283133
Low,2025,Commercial,com,MEX,2,1.025283133
Low,2025,Commercial,com,MEX,3,1.025283133
Low,2025,Commercial,com,MEX,4,1.025283133
Low,2025,Commercial,com,MEX,5,1.025283133
Low,2025,Commercial,com,MEX,6,1.025283133
Low,2025,Commercial,com,MEX,7,1.025283133
Low,2025,Commercial,com,MEX,8,1.025283133
Low,2025,Commercial,com,MEX,9,1.025283133
High,2025,Commercial,com,MEX,1,1.104622125
High,2025,Commercial,com,MEX,2,1.104622125
High,2025,Commercial,com,MEX,3,1.104622125
High,2025,Commercial,com,MEX,4,1.104622125
High,2025,Commercial,com,MEX,5,1.104622125
High,2025,Commercial,com,MEX,6,1.104622125
High,2025,Commercial,com,MEX,7,1.104622125
High,2025,Commercial,com,MEX,8,1.104622125
High,2025,Commercial,com,MEX,9,1.104622125
Planning,2025,Industrial,ind,MEX,1,1.051140132
Planning,2025,Industrial,ind,MEX,2,1.051140132
Planning,2025,Industrial,ind,MEX,3,1.051140132
Planning,2025,Industrial,ind,MEX,4,1.051140132
Planning,2025,Industrial,ind,MEX,5,1.051140132
Planning,2025,Industrial,ind,MEX,6,1.051140132
Planning,2025,Industrial,ind,MEX,7,1.051140132
Planning,2025,Industrial,ind,MEX,8,1.051140132
Planning,2025,Industrial,ind,MEX,9,1.051140132
Low,2025,Industrial,ind,MEX,1,1.025283133
Low,2025,Industrial,ind,MEX,2,1.025283133
Low,2025,Industrial,ind,MEX,3,1.025283133
Low,2025,Industrial,ind,MEX,4,1.025283133
Low,2025,Industrial,ind,MEX,5,1.025283133
Low,2025,Industrial,ind,MEX,6,1.025283133
Low,2025,Industrial,ind,MEX,7,1.025283133
Low,2025,Industrial,ind,MEX,8,1.025283133
Low,2025,Industrial,ind,MEX,9,1.025283133
High,2025,Industrial,ind,MEX,1,1.104622125
High,2025,Industrial,ind,MEX,2,1.104622125
High,2025,Industrial,ind,MEX,3,1.104622125
High,2025,Industrial,ind,MEX,4,1.104622125
High,2025,Industrial,ind,MEX,5,1.104622125
High,2025,Industrial,ind,MEX,6,1.104622125
High,2025,Industrial,ind,MEX,7,1.104622125
High,2025,Industrial,ind,MEX,8,1.104622125
High,2025,Industrial,ind,MEX,9,1.104622125
Planning,2026,Residential,res,MEX,1,1.056395833
Planning,2026,Residential,res,MEX,2,1.056395833
Planning,2026,Residential,res,MEX,3,1.056395833
Planning,2026,Residential,res,MEX,4,1.056395833
Planning,2026,Residential,res,MEX,5,1.056395833
Planning,2026,Residential,res,MEX,6,1.056395833
Planning,2026,Residential,res,MEX,7,1.056395833
Planning,2026,Residential,res,MEX,8,1.056395833
Planning,2026,Residential,res,MEX,9,1.056395833
Low,2026,Residential,res,MEX,1,1.027846341
Low,2026,Residential,res,MEX,2,1.027846341
Low,2026,Residential,res,MEX,3,1.027846341
Low,2026,Residential,res,MEX,4,1.027846341
Low,2026,Residential,res,MEX,5,1.027846341
Low,2026,Residential,res,MEX,6,1.027846341
Low,2026,Residential,res,MEX,7,1.027846341
Low,2026,Residential,res,MEX,8,1.027846341
Low,2026,Residential,res,MEX,9,1.027846341
High,2026,Residential,res,MEX,1,1.115668347
High,2026,Residential,res,MEX,2,1.115668347
High,2026,Residential,res,MEX,3,1.115668347
High,2026,Residential,res,MEX,4,1.115668347
High,2026,Residential,res,MEX,5,1.115668347
High,2026,Residential,res,MEX,6,1.115668347
High,2026,Residential,res,MEX,7,1.115668347
High,2026,Residential,res,MEX,8,1.115668347
High,2026,Residential,res,MEX,9,1.115668347
Planning,2026,Commercial,com,MEX,1,1.056395833
Planning,2026,Commercial,com,MEX,2,1.056395833
Planning,2026,Commercial,com,MEX,3,1.056395833
Planning,2026,Commercial,com,MEX,4,1.056395833
Planning,2026,Commercial,com,MEX,5,1.056395833
Planning,2026,Commercial,com,MEX,6,1.056395833
Planning,2026,Commercial,com,MEX,7,1.056395833
Planning,2026,Commercial,com,MEX,8,1.056395833
Planning,2026,Commercial,com,MEX,9,1.056395833
Low,2026,Commercial,com,MEX,1,1.027846341
Low,2026,Commercial,com,MEX,2,1.027846341
Low,2026,Commercial,com,MEX,3,1.027846341
Low,2026,Commercial,com,MEX,4,1.027846341
Low,2026,Commercial,com,MEX,5,1.027846341
Low,2026,Commercial,com,MEX,6,1.027846341
Low,2026,Commercial,com,MEX,7,1.027846341
Low,2026,Commercial,com,MEX,8,1.027846341
Low,2026,Commercial,com,MEX,9,1.027846341
High,2026,Commercial,com,MEX,1,1.115668347
High,2026,Commercial,com,MEX,2,1.115668347
High,2026,Commercial,com,MEX,3,1.115668347
High,2026,Commercial,com,MEX,4,1.115668347
High,2026,Commercial,com,MEX,5,1.115668347
High,2026,Commercial,com,MEX,6,1.115668347
High,2026,Commercial,com,MEX,7,1.115668347
High,2026,Commercial,com,MEX,8,1.115668347
High,2026,Commercial,com,MEX,9,1.115668347
Planning,2026,Industrial,ind,MEX,1,1.056395833
Planning,2026,Industrial,ind,MEX,2,1.056395833
Planning,2026,Industrial,ind,MEX,3,1.056395833
Planning,2026,Industrial,ind,MEX,4,1.056395833
Planning,2026,Industrial,ind,MEX,5,1.056395833
Planning,2026,Industrial,ind,MEX,6,1.056395833
Planning,2026,Industrial,ind,MEX,7,1.056395833
Planning,2026,Industrial,ind,MEX,8,1.056395833
Planning,2026,Industrial,ind,MEX,9,1.056395833
Low,2026,Industrial,ind,MEX,1,1.027846341
Low,2026,Industrial,ind,MEX,2,1.027846341
Low,2026,Industrial,ind,MEX,3,1.027846341
Low,2026,Industrial,ind,MEX,4,1.027846341
Low,2026,Industrial,ind,MEX,5,1.027846341
Low,2026,Industrial,ind,MEX,6,1.027846341
Low,2026,Industrial,ind,MEX,7,1.027846341
Low,2026,Industrial,ind,MEX,8,1.027846341
Low,2026,Industrial,ind,MEX,9,1.027846341
High,2026,Industrial,ind,MEX,1,1.115668347
High,2026,Industrial,ind,MEX,2,1.115668347
High,2026,Industrial,ind,MEX,3,1.115668347
High,2026,Industrial,ind,MEX,4,1.115668347
High,2026,Industrial,ind,MEX,5,1.115668347
High,2026,Industrial,ind,MEX,6,1.115668347
High,2026,Industrial,ind,MEX,7,1.115668347
High,2026,Industrial,ind,MEX,8,1.115668347
High,2026,Industrial,ind,MEX,9,1.115668347
Planning,2027,Residential,res,MEX,1,1.061677812
Planning,2027,Residential,res,MEX,2,1.061677812
Planning,2027,Residential,res,MEX,3,1.061677812
Planning,2027,Residential,res,MEX,4,1.061677812
Planning,2027,Residential,res,MEX,5,1.061677812
Planning,2027,Residential,res,MEX,6,1.061677812
Planning,2027,Residential,res,MEX,7,1.061677812
Planning,2027,Residential,res,MEX,8,1.061677812
Planning,2027,Residential,res,MEX,9,1.061677812
Low,2027,Residential,res,MEX,1,1.030415957
Low,2027,Residential,res,MEX,2,1.030415957
Low,2027,Residential,res,MEX,3,1.030415957
Low,2027,Residential,res,MEX,4,1.030415957
Low,2027,Residential,res,MEX,5,1.030415957
Low,2027,Residential,res,MEX,6,1.030415957
Low,2027,Residential,res,MEX,7,1.030415957
Low,2027,Residential,res,MEX,8,1.030415957
Low,2027,Residential,res,MEX,9,1.030415957
High,2027,Residential,res,MEX,1,1.12682503
High,2027,Residential,res,MEX,2,1.12682503
High,2027,Residential,res,MEX,3,1.12682503
High,2027,Residential,res,MEX,4,1.12682503
High,2027,Residential,res,MEX,5,1.12682503
High,2027,Residential,res,MEX,6,1.12682503
High,2027,Residential,res,MEX,7,1.12682503
High,2027,Residential,res,MEX,8,1.12682503
High,2027,Residential,res,MEX,9,1.12682503
Planning,2027,Commercial,com,MEX,1,1.061677812
Planning,2027,Commercial,com,MEX,2,1.061677812
Planning,2027,Commercial,com,MEX,3,1.061677812
Planning,2027,Commercial,com,MEX,4,1.061677812
Planning,2027,Commercial,com,MEX,5,1.061677812
Planning,2027,Commercial,com,MEX,6,1.061677812
Planning,2027,Commercial,com,MEX,7,1.061677812
Planning,2027,Commercial,com,MEX,8,1.061677812
Planning,2027,Commercial,com,MEX,9,1.061677812
Low,2027,Commercial,com,MEX,1,1.030415957
Low,2027,Commercial,com,MEX,2,1.030415957
Low,2027,Commercial,com,MEX,3,1.030415957
Low,2027,Commercial,com,MEX,4,1.030415957
Low,2027,Commercial,com,MEX,5,1.030415957
Low,2027,Commercial,com,MEX,6,1.030415957
Low,2027,Commercial,com,MEX,7,1.030415957
Low,2027,Commercial,com,MEX,8,1.030415957
Low,2027,Commercial,com,MEX,9,1.030415957
High,2027,Commercial,com,MEX,1,1.12682503
High,2027,Commercial,com,MEX,2,1.12682503
High,2027,Commercial,com,MEX,3,1.12682503
High,2027,Commercial,com,MEX,4,1.12682503
High,2027,Commercial,com,MEX,5,1.12682503
High,2027,Commercial,com,MEX,6,1.12682503
High,2027,Commercial,com,MEX,7,1.12682503
High,2027,Commercial,com,MEX,8,1.12682503
High,2027,Commercial,com,MEX,9,1.12682503
Planning,2027,Industrial,ind,MEX,1,1.061677812
Planning,2027,Industrial,ind,MEX,2,1.061677812
Planning,2027,Industrial,ind,MEX,3,1.061677812
Planning,2027,Industrial,ind,MEX,4,1.061677812
Planning,2027,Industrial,ind,MEX,5,1.061677812
Planning,2027,Industrial,ind,MEX,6,1.061677812
Planning,2027,Industrial,ind,MEX,7,1.061677812
Planning,2027,Industrial,ind,MEX,8,1.061677812
Planning,2027,Industrial,ind,MEX,9,1.061677812
Low,2027,Industrial,ind,MEX,1,1.030415957
Low,2027,Industrial,ind,MEX,2,1.030415957
Low,2027,Industrial,ind,MEX,3,1.030415957
Low,2027,Industrial,ind,MEX,4,1.030415957
Low,2027,Industrial,ind,MEX,5,1.030415957
Low,2027,Industrial,ind,MEX,6,1.030415957
Low,2027,Industrial,ind,MEX,7,1.030415957
Low,2027,Industrial,ind,MEX,8,1.030415957
Low,2027,Industrial,ind,MEX,9,1.030415957
High,2027,Industrial,ind,MEX,1,1.12682503
High,2027,Industrial,ind,MEX,2,1.12682503
High,2027,Industrial,ind,MEX,3,1.12682503
High,2027,Industrial,ind,MEX,4,1.12682503
High,2027,Industrial,ind,MEX,5,1.12682503
High,2027,Industrial,ind,MEX,6,1.12682503
High,2027,Industrial,ind,MEX,7,1.12682503
High,2027,Industrial,ind,MEX,8,1.12682503
High,2027,Industrial,ind,MEX,9,1.12682503
Planning,2028,Residential,res,MEX,1,1.066986201
Planning,2028,Residential,res,MEX,2,1.066986201
Planning,2028,Residential,res,MEX,3,1.066986201
Planning,2028,Residential,res,MEX,4,1.066986201
Planning,2028,Residential,res,MEX,5,1.066986201
Planning,2028,Residential,res,MEX,6,1.066986201
Planning,2028,Residential,res,MEX,7,1.066986201
Planning,2028,Residential,res,MEX,8,1.066986201
Planning,2028,Residential,res,MEX,9,1.066986201
Low,2028,Residential,res,MEX,1,1.032991997
Low,2028,Residential,res,MEX,2,1.032991997
Low,2028,Residential,res,MEX,3,1.032991997
Low,2028,Residential,res,MEX,4,1.032991997
Low,2028,Residential,res,MEX,5,1.032991997
Low,2028,Residential,res,MEX,6,1.032991997
Low,2028,Residential,res,MEX,7,1.032991997
Low,2028,Residential,res,MEX,8,1.032991997
Low,2028,Residential,res,MEX,9,1.032991997
High,2028,Residential,res,MEX,1,1.13809328
High,2028,Residential,res,MEX,2,1.13809328
High,2028,Residential,res,MEX,3,1.13809328
High,2028,Residential,res,MEX,4,1.13809328
High,2028,Residential,res,MEX,5,1.13809328
High,2028,Residential,res,MEX,6,1.13809328
High,2028,Residential,res,MEX,7,1.13809328
High,2028,Residential,res,MEX,8,1.13809328
High,2028,Residential,res,MEX,9,1.13809328
Planning,2028,Commercial,com,MEX,1,1.066986201
Planning,2028,Commercial,com,MEX,2,1.066986201
Planning,2028,Commercial,com,MEX,3,1.066986201
Planning,2028,Commercial,com,MEX,4,1.066986201
Planning,2028,Commercial,com,MEX,5,1.066986201
Planning,2028,Commercial,com,MEX,6,1.066986201
Planning,2028,Commercial,com,MEX,7,1.066986201
Planning,2028,Commercial,com,MEX,8,1.066986201
Planning,2028,Commercial,com,MEX,9,1.066986201
Low,2028,Commercial,com,MEX,1,1.032991997
Low,2028,Commercial,com,MEX,2,1.032991997
Low,2028,Commercial,com,MEX,3,1.032991997
Low,2028,Commercial,com,MEX,4,1.032991997
Low,2028,Commercial,com,MEX,5,1.032991997
Low,2028,Commercial,com,MEX,6,1.032991997
Low,2028,Commercial,com,MEX,7,1.032991997
Low,2028,Commercial,com,MEX,8,1.032991997
Low,2028,Commercial,com,MEX,9,1.032991997
High,2028,Commercial,com,MEX,1,1.13809328
High,2028,Commercial,com,MEX,2,1.13809328
High,2028,Commercial,com,MEX,3,1.13809328
High,2028,Commercial,com,MEX,4,1.13809328
High,2028,Commercial,com,MEX,5,1.13809328
High,2028,Commercial,com,MEX,6,1.13809328
High,2028,Commercial,com,MEX,7,1.13809328
High,2028,Commercial,com,MEX,8,1.13809328
High,2028,Commercial,com,MEX,9,1.13809328
Planning,2028,Industrial,ind,MEX,1,1.066986201
Planning,2028,Industrial,ind,MEX,2,1.066986201
Planning,2028,Industrial,ind,MEX,3,1.066986201
Planning,2028,Industrial,ind,MEX,4,1.066986201
Planning,2028,Industrial,ind,MEX,5,1.066986201
Planning,2028,Industrial,ind,MEX,6,1.066986201
Planning,2028,Industrial,ind,MEX,7,1.066986201
Planning,2028,Industrial,ind,MEX,8,1.066986201
Planning,2028,Industrial,ind,MEX,9,1.066986201
Low,2028,Industrial,ind,MEX,1,1.032991997
Low,2028,Industrial,ind,MEX,2,1.032991997
Low,2028,Industrial,ind,MEX,3,1.032991997
Low,2028,Industrial,ind,MEX,4,1.032991997
Low,2028,Industrial,ind,MEX,5,1.032991997
Low,2028,Industrial,ind,MEX,6,1.032991997
Low,2028,Industrial,ind,MEX,7,1.032991997
Low,2028,Industrial,ind,MEX,8,1.032991997
Low,2028,Industrial,ind,MEX,9,1.032991997
High,2028,Industrial,ind,MEX,1,1.13809328
High,2028,Industrial,ind,MEX,2,1.13809328
High,2028,Industrial,ind,MEX,3,1.13809328
High,2028,Industrial,ind,MEX,4,1.13809328
High,2028,Industrial,ind,MEX,5,1.13809328
High,2028,Industrial,ind,MEX,6,1.13809328
High,2028,Industrial,ind,MEX,7,1.13809328
High,2028,Industrial,ind,MEX,8,1.13809328
High,2028,Industrial,ind,MEX,9,1.13809328
Planning,2029,Residential,res,MEX,1,1.072321132
Planning,2029,Residential,res,MEX,2,1.072321132
Planning,2029,Residential,res,MEX,3,1.072321132
Planning,2029,Residential,res,MEX,4,1.072321132
