source,year,sector_abbr,country_abbr,control_reg_id,escalation_factor
Planning,2032,ind,COL,17,1.17
Planning,2032,ind,COL,18,1.17
Planning,2032,ind,COL,19,1.17
Planning,2032,ind,COL,20,1.17
Planning,2032,ind,COL,21,1.17
Planning,2032,ind,COL,22,1.17
Planning,2032,ind,COL,23,1.17
Planning,2032,ind,COL,24,1.17
Planning,2032,ind,COL,25,1.17
Planning,2032,ind,COL,26,1.17
Planning,2032,ind,COL,27,1.17
Planning,2032,ind,COL,28,1.17
Planning,2032,ind,COL,29,1.17
Planning,2032,ind,COL,30,1.17
Planning,2032,ind,COL,31,1.17
Planning,2032,ind,COL,32,1.17
Planning,2032,ind,COL,33,1.17
Planning,2032,ind,COL,34,1.17
Planning,2032,ind,COL,35,1.17
Planning,2032,ind,COL,36,1.17
Planning,2032,ind,COL,37,1.17
Planning,2032,ind,COL,38,1.17
Planning,2032,ind,COL,39,1.17
Planning,2032,ind,COL,40,1.17
Planning,2032,ind,COL,41,1.17
Planning,2032,ind,COL,42,1.17
Planning,2033,res,COL,1,1.18
Planning,2033,res,COL,2,1.18
Planning,2033,res,COL,3,1.18
Planning,2033,res,COL,4,1.18
Planning,2033,res,COL,5,1.18
Planning,2033,res,COL,6,1.18
Planning,2033,res,COL,7,1.18
Planning,2033,res,COL,8,1.18
Planning,2033,res,COL,9,1.18
Planning,2033,res,COL,10,1.18
Planning,2033,res,COL,11,1.18
Planning,2033,res,COL,12,1.18
Planning,2033,res,COL,13,1.18
Planning,2033,res,COL,14,1.18
Planning,2033,res,COL,15,1.18
Planning,2033,res,COL,16,1.18
Planning,2033,res,COL,17,1.18
Planning,2033,res,COL,18,1.18
Planning,2033,res,COL,19,1.18
Planning,2033,res,COL,20,1.18
Planning,2033,res,COL,21,1.18
Planning,2033,res,COL,22,1.18
Planning,2033,res,COL,23,1.18
Planning,2033,res,COL,24,1.18
Planning,2033,res,COL,25,1.18
Planning,2033,res,COL,26,1.18
Planning,2033,res,COL,27,1.18
Planning,2033,res,COL,28,1.18
Planning,2033,res,COL,29,1.18
Planning,2033,res,COL,30,1.18
Planning,2033,res,COL,31,1.18
Planning,2033,res,COL,32,1.18
Planning,2033,res,COL,33,1.18
Planning,2033,res,COL,34,1.18
Planning,2033,res,COL,35,1.18
Planning,2033,res,COL,36,1.18
Planning,2033,res,COL,37,1.18
Planning,2033,res,COL,38,1.18
Planning,2033,res,COL,39,1.18
Planning,2033,res,COL,40,1.18
Planning,2033,res,COL,41,1.18
Planning,2033,res,COL,42,1.18
Planning,2033,com,COL,1,1.18
Planning,2033,com,COL,2,1.18
Planning,2033,com,COL,3,1.18
Planning,2033,com,COL,4,1.18
Planning,2033,com,COL,5,1.18
Planning,2033,com,COL,6,1.18
Planning,2033,com,COL,7,1.18
Planning,2033,com,COL,8,1.18
Planning,2033,com,COL,9,1.18
Planning,2033,com,COL,10,1.18
Planning,2033,com,COL,11,1.18
Planning,2033,com,COL,12,1.18
Planning,2033,com,COL,13,1.18
Planning,2033,com,COL,14,1.18
Planning,2033,com,COL,15,1.18
Planning,2033,com,COL,16,1.18
Planning,2033,com,COL,17,1.18
Planning,2033,com,COL,18,1.18
Planning,2033,com,COL,19,1.18
Planning,2033,com,COL,20,1.18
Planning,2033,com,COL,21,1.18
Planning,2033,com,COL,22,1.18
Planning,2033,com,COL,23,1.18
Planning,2033,com,COL,24,1.18
Planning,2033,com,COL,25,1.18
Planning,2033,com,COL,26,1.18
Planning,2033,com,COL,27,1.18
Planning,2033,com,COL,28,1.18
Planning,2033,com,COL,29,1.18
Planning,2033,com,COL,30,1.18
Planning,2033,com,COL,31,1.18
Planning,2033,com,COL,32,1.18
Planning,2033,com,COL,33,1.18
Planning,2033,com,COL,34,1.18
Planning,2033,com,COL,35,1.18
Planning,2033,com,COL,36,1.18
Planning,2033,com,COL,37,1.18
Planning,2033,com,COL,38,1.18
Planning,2033,com,COL,39,1.18
Planning,2033,com,COL,40,1.18
Planning,2033,com,COL,41,1.18
Planning,2033,com,COL,42,1.18
Planning,2033,ind,COL,1,1.18
Planning,2033,ind,COL,2,1.18
Planning,2033,ind,COL,3,1.18
Planning,2033,ind,COL,4,1.18
Planning,2033,ind,COL,5,1.18
Planning,2033,ind,COL,6,1.18
Planning,2033,ind,COL,7,1.18
Planning,2033,ind,COL,8,1.18
Planning,2033,ind,COL,9,1.18
Planning,2033,ind,COL,10,1.18
Planning,2033,ind,COL,11,1.18
Planning,2033,ind,COL,12,1.18
Planning,2033,ind,COL,13,1.18
Planning,2033,ind,COL,14,1.18
Planning,2033,ind,COL,15,1.18
Planning,2033,ind,COL,16,1.18
Planning,2033,ind,COL,17,1.18
Planning,2033,ind,COL,18,1.18
Planning,2033,ind,COL,19,1.18
Planning,2033,ind,COL,20,1.18
Planning,2033,ind,COL,21,1.18
Planning,2033,ind,COL,22,1.18
Planning,2033,ind,COL,23,1.18
Planning,2033,ind,COL,24,1.18
Planning,2033,ind,COL,25,1.18
Planning,2033,ind,COL,26,1.18
Planning,2033,ind,COL,27,1.18
Planning,2033,ind,COL,28,1.18
Planning,2033,ind,COL,29,1.18
Planning,2033,ind,COL,30,1.18
Planning,2033,ind,COL,31,1.18
Planning,2033,ind,COL,32,1.18
Planning,2033,ind,COL,33,1.18
Planning,2033,ind,COL,34,1.18
Planning,2033,ind,COL,35,1.18
Planning,2033,ind,COL,36,1.18
Planning,2033,ind,COL,37,1.18
Planning,2033,ind,COL,38,1.18
Planning,2033,ind,COL,39,1.18
Planning,2033,ind,COL,40,1.18
Planning,2033,ind,COL,41,1.18
Planning,2033,ind,COL,42,1.18
Planning,2034,res,COL,1,1.19
Planning,2034,res,COL,2,1.19
Planning,2034,res,COL,3,1.19
Planning,2034,res,COL,4,1.19
Planning,2034,res,COL,5,1.19
Planning,2034,res,COL,6,1.19
Planning,2034,res,COL,7,1.19
Planning,2034,res,COL,8,1.19
Planning,2034,res,COL,9,1.19
Planning,2034,res,COL,10,1.19
Planning,2034,res,COL,11,1.19
Planning,2034,res,COL,12,1.19
Planning,2034,res,COL,13,1.19
Planning,2034,res,COL,14,1.19
Planning,2034,res,COL,15,1.19
Planning,2034,res,COL,16,1.19
Planning,2034,res,COL,17,1.19
Planning,2034,res,COL,18,1.19
Planning,2034,res,COL,19,1.19
Planning,2034,res,COL,20,1.19
Planning,2034,res,COL,21,1.19
Planning,2034,res,COL,22,1.19
Planning,2034,res,COL,23,1.19
Planning,2034,res,COL,24,1.19
Planning,2034,res,COL,25,1.19
Planning,2034,res,COL,26,1.19
Planning,2034,res,COL,27,1.19
Planning,2034,res,COL,28,1.19
Planning,2034,res,COL,29,1.19
Planning,2034,res,COL,30,1.19
Planning,2034,res,COL,31,1.19
Planning,2034,res,COL,32,1.19
Planning,2034,res,COL,33,1.19
Planning,2034,res,COL,34,1.19
Planning,2034,res,COL,35,1.19
Planning,2034,res,COL,36,1.19
Planning,2034,res,COL,37,1.19
Planning,2034,res,COL,38,1.19
Planning,2034,res,COL,39,1.19
Planning,2034,res,COL,40,1.19
Planning,2034,res,COL,41,1.19
Planning,2034,res,COL,42,1.19
Planning,2034,com,COL,1,1.19
Planning,2034,com,COL,2,1.19
Planning,2034,com,COL,3,1.19
Planning,2034,com,COL,4,1.19
Planning,2034,com,COL,5,1.19
Planning,2034,com,COL,6,1.19
Planning,2034,com,COL,7,1.19
Planning,2034,com,COL,8,1.19
Planning,2034,com,COL,9,1.19
Planning,2034,com,COL,10,1.19
Planning,2034,com,COL,11,1.19
Planning,2034,com,COL,12,1.19
Planning,2034,com,COL,13,1.19
Planning,2034,com,COL,14,1.19
Planning,2034,com,COL,15,1.19
Planning,2034,com,COL,16,1.19
Planning,2034,com,COL,17,1.19
Planning,2034,com,COL,18,1.19
Planning,2034,com,COL,19,1.19
Planning,2034,com,COL,20,1.19
Planning,2034,com,COL,21,1.19
Planning,2034,com,COL,22,1.19
Planning,2034,com,COL,23,1.19
Planning,2034,com,COL,24,1.19
Planning,2034,com,COL,25,1.19
Planning,2034,com,COL,26,1.19
Planning,2034,com,COL,27,1.19
Planning,2034,com,COL,28,1.19
Planning,2034,com,COL,29,1.19
Planning,2034,com,COL,30,1.19
Planning,2034,com,COL,31,1.19
Planning,2034,com,COL,32,1.19
Planning,2034,com,COL,33,1.19
Planning,2034,com,COL,34,1.19
Planning,2034,com,COL,35,1.19
Planning,2034,com,COL,36,1.19
Planning,2034,com,COL,37,1.19
Planning,2034,com,COL,38,1.19
Planning,2034,com,COL,39,1.19
Planning,2034,com,COL,40,1.19
Planning,2034,com,COL,41,1.19
Planning,2034,com,COL,42,1.19
Planning,2034,ind,COL,1,1.19
Planning,2034,ind,COL,2,1.19
Planning,2034,ind,COL,3,1.19
Planning,2034,ind,COL,4,1.19
Planning,2034,ind,COL,5,1.19
Planning,2034,ind,COL,6,1.19
Planning,2034,ind,COL,7,1.19
Planning,2034,ind,COL,8,1.19
Planning,2034,ind,COL,9,1.19
Planning,2034,ind,COL,10,1.19
Planning,2034,ind,COL,11,1.19
Planning,2034,ind,COL,12,1.19
Planning,2034,ind,COL,13,1.19
Planning,2034,ind,COL,14,1.19
Planning,2034,ind,COL,15,1.19
Planning,2034,ind,COL,16,1.19
Planning,2034,ind,COL,17,1.19
Planning,2034,ind,COL,18,1.19
Planning,2034,ind,COL,19,1.19
Planning,2034,ind,COL,20,1.19
Planning,2034,ind,COL,21,1.19
Planning,2034,ind,COL,22,1.19
Planning,2034,ind,COL,23,1.19
Planning,2034,ind,COL,24,1.19
Planning,2034,ind,COL,25,1.19
Planning,2034,ind,COL,26,1.19
Planning,2034,ind,COL,27,1.19
Planning,2034,ind,COL,28,1.19
Planning,2034,ind,COL,29,1.19
Planning,2034,ind,COL,30,1.19
Planning,2034,ind,COL,31,1.19
Planning,2034,ind,COL,32,1.19
Planning,2034,ind,COL,33,1.19
Planning,2034,ind,COL,34,1.19
Planning,2034,ind,COL,35,1.19
Planning,2034,ind,COL,36,1.19
Planning,2034,ind,COL,37,1.19
Planning,2034,ind,COL,38,1.19
Planning,2034,ind,COL,39,1.19
Planning,2034,ind,COL,40,1.19
Planning,2034,ind,COL,41,1.19
Planning,2034,ind,COL,42,1.19
Planning,2035,res,COL,1,1.2
Planning,2035,res,COL,2,1.2
Planning,2035,res,COL,3,1.2
Planning,2035,res,COL,4,1.2
Planning,2035,res,COL,5,1.2
Planning,2035,res,COL,6,1.2
Planning,2035,res,COL,7,1.2
Planning,2035,res,COL,8,1.2
Planning,2035,res,COL,9,1.2
Planning,2035,res,COL,10,1.2
Planning,2035,res,COL,11,1.2
Planning,2035,res,COL,12,1.2
Planning,2035,res,COL,13,1.2
Planning,2035,res,COL,14,1.2
Planning,2035,res,COL,15,1.2
Planning,2035,res,COL,16,1.2
Planning,2035,res,COL,17,1.2
Planning,2035,res,COL,18,1.2
Planning,2035,res,COL,19,1.2
Planning,2035,res,COL,20,1.2
Planning,2035,res,COL,21,1.2
Planning,2035,res,COL,22,1.2
Planning,2035,res,COL,23,1.2
Planning,2035,res,COL,24,1.2
Planning,2035,res,COL,25,1.2
Planning,2035,res,COL,26,1.2
Planning,2035,res,COL,27,1.2
Planning,2035,res,COL,28,1.2
Planning,2035,res,COL,29,1.2
Planning,2035,res,COL,30,1.2
Planning,2035,res,COL,31,1.2
Planning,2035,res,COL,32,1.2
Planning,2035,res,COL,33,1.2
Planning,2035,res,COL,34,1.2
Planning,2035,res,COL,35,1.2
Planning,2035,res,COL,36,1.2
Planning,2035,res,COL,37,1.2
Planning,2035,res,COL,38,1.2
Planning,2035,res,COL,39,1.2
Planning,2035,res,COL,40,1.2
Planning,2035,res,COL,41,1.2
Planning,2035,res,COL,42,1.2
Planning,2035,com,COL,1,1.2
Planning,2035,com,COL,2,1.2
Planning,2035,com,COL,3,1.2
Planning,2035,com,COL,4,1.2
Planning,2035,com,COL,5,1.2
Planning,2035,com,COL,6,1.2
Planning,2035,com,COL,7,1.2
Planning,2035,com,COL,8,1.2
Planning,2035,com,COL,9,1.2
Planning,2035,com,COL,10,1.2
Planning,2035,com,COL,11,1.2
Planning,2035,com,COL,12,1.2
Planning,2035,com,COL,13,1.2
Planning,2035,com,COL,14,1.2
Planning,2035,com,COL,15,1.2
Planning,2035,com,COL,16,1.2
Planning,2035,com,COL,17,1.2
Planning,2035,com,COL,18,1.2
Planning,2035,com,COL,19,1.2
Planning,2035,com,COL,20,1.2
Planning,2035,com,COL,21,1.2
Planning,2035,com,COL,22,1.2
Planning,2035,com,COL,23,1.2
Planning,2035,com,COL,24,1.2
Planning,2035,com,COL,25,1.2
Planning,2035,com,COL,26,1.2
Planning,2035,com,COL,27,1.2
Planning,2035,com,COL,28,1.2
Planning,2035,com,COL,29,1.2
Planning,2035,com,COL,30,1.2
Planning,2035,com,COL,31,1.2
Planning,2035,com,COL,32,1.2
Planning,2035,com,COL,33,1.2
Planning,2035,com,COL,34,1.2
Planning,2035,com,COL,35,1.2
Planning,2035,com,COL,36,1.2
Planning,2035,com,COL,37,1.2
Planning,2035,com,COL,38,1.2
Planning,2035,com,COL,39,1.2
Planning,2035,com,COL,40,1.2
Planning,2035,com,COL,41,1.2
Planning,2035,com,COL,42,1.2
Planning,2035,ind,COL,1,1.2
Planning,2035,ind,COL,2,1.2
Planning,2035,ind,COL,3,1.2
Planning,2035,ind,COL,4,1.2
Planning,2035,ind,COL,5,1.2
Planning,2035,ind,COL,6,1.2
Planning,2035,ind,COL,7,1.2
Planning,2035,ind,COL,8,1.2
Planning,2035,ind,COL,9,1.2
Planning,2035,ind,COL,10,1.2
Planning,2035,ind,COL,11,1.2
Planning,2035,ind,COL,12,1.2
Planning,2035,ind,COL,13,1.2
Planning,2035,ind,COL,14,1.2
Planning,2035,ind,COL,15,1.2
Planning,2035,ind,COL,16,1.2
Planning,2035,ind,COL,17,1.2
Planning,2035,ind,COL,18,1.2
Planning,2035,ind,COL,19,1.2
Planning,2035,ind,COL,20,1.2
Planning,2035,ind,COL,21,1.2
Planning,2035,ind,COL,22,1.2
Planning,2035,ind,COL,23,1.2
Planning,2035,ind,COL,24,1.2
Planning,2035,ind,COL,25,1.2
Planning,2035,ind,COL,26,1.2
Planning,2035,ind,COL,27,1.2
Planning,2035,ind,COL,28,1.2
Planning,2035,ind,COL,29,1.2
Planning,2035,ind,COL,30,1.2
Planning,2035,ind,COL,31,1.2
Planning,2035,ind,COL,32,1.2
Planning,2035,ind,COL,33,1.2
Planning,2035,ind,COL,34,1.2
Planning,2035,ind,COL,35,1.2
Planning,2035,ind,COL,36,1.2
Planning,2035,ind,COL,37,1.2
Planning,2035,ind,COL,38,1.2
Planning,2035,ind,COL,39,1.2
Planning,2035,ind,COL,40,1.2
Planning,2035,ind,COL,41,1.2
Planning,2035,ind,COL,42,1.2
Planning,2036,res,COL,1,1.21
Planning,2036,res,COL,2,1.21
Planning,2036,res,COL,3,1.21
Planning,2036,res,COL,4,1.21
Planning,2036,res,COL,5,1.21
Planning,2036,res,COL,6,1.21
Planning,2036,res,COL,7,1.21
Planning,2036,res,COL,8,1.21
Planning,2036,res,COL,9,1.21
Planning,2036,res,COL,10,1.21
Planning,2036,res,COL,11,1.21
Planning,2036,res,COL,12,1.21
Planning,2036,res,COL,13,1.21
Planning,2036,res,COL,14,1.21
Planning,2036,res,COL,15,1.21
Planning,2036,res,COL,16,1.21
Planning,2036,res,COL,17,1.21
Planning,2036,res,COL,18,1.21
Planning,2036,res,COL,19,1.21
Planning,2036,res,COL,20,1.21
Planning,2036,res,COL,21,1.21
Planning,2036,res,COL,22,1.21
Planning,2036,res,COL,23,1.21
Planning,2036,res,COL,24,1.21
Planning,2036,res,COL,25,1.21
Planning,2036,res,COL,26,1.21
Planning,2036,res,COL,27,1.21
Planning,2036,res,COL,28,1.21
Planning,2036,res,COL,29,1.21
Planning,2036,res,COL,30,1.21
Planning,2036,res,COL,31,1.21
Planning,2036,res,COL,32,1.21
Planning,2036,res,COL,33,1.21
Planning,2036,res,COL,34,1.21
Planning,2036,res,COL,35,1.21
Planning,2036,res,COL,36,1.21
Planning,2036,res,COL,37,1.21
Planning,2036,res,COL,38,1.21
Planning,2036,res,COL,39,1.21
Planning,2036,res,COL,40,1.21
Planning,2036,res,COL,41,1.21
Planning,2036,res,COL,42,1.21
Planning,2036,com,COL,1,1.21
Planning,2036,com,COL,2,1.21
Planning,2036,com,COL,3,1.21
Planning,2036,com,COL,4,1.21
Planning,2036,com,COL,5,1.21
Planning,2036,com,COL,6,1.21
Planning,2036,com,COL,7,1.21
Planning,2036,com,COL,8,1.21
Planning,2036,com,COL,9,1.21
Planning,2036,com,COL,10,1.21
Planning,2036,com,COL,11,1.21
Planning,2036,com,COL,12,1.21
Planning,2036,com,COL,13,1.21
Planning,2036,com,COL,14,1.21
Planning,2036,com,COL,15,1.21
Planning,2036,com,COL,16,1.21
Planning,2036,com,COL,17,1.21
Planning,2036,com,COL,18,1.21
Planning,2036,com,COL,19,1.21
Planning,2036,com,COL,20,1.21
Planning,2036,com,COL,21,1.21
Planning,2036,com,COL,22,1.21
Planning,2036,com,COL,23,1.21
Planning,2036,com,COL,24,1.21
Planning,2036,com,COL,25,1.21
Planning,2036,com,COL,26,1.21
Planning,2036,com,COL,27,1.21
Planning,2036,com,COL,28,1.21
Planning,2036,com,COL,29,1.21
Planning,2036,com,COL,30,1.21
Planning,2036,com,COL,31,1.21
Planning,2036,com,COL,32,1.21
Planning,2036,com,COL,33,1.21
Planning,2036,com,COL,34,1.21
Planning,2036,com,COL,35,1.21
Planning,2036,com,COL,36,1.21
Planning,2036,com,COL,37,1.21
Planning,2036,com,COL,38,1.21
Planning,2036,com,COL,39,1.21
Planning,2036,com,COL,40,1.21
Planning,2036,com,COL,41,1.21
Planning,2036,com,COL,42,1.21
Planning,2036,ind,COL,1,1.21
Planning,2036,ind,COL,2,1.21
Planning,2036,ind,COL,3,1.21
Planning,2036,ind,COL,4,1.21
Planning,2036,ind,COL,5,1.21
Planning,2036,ind,COL,6,1.21
Planning,2036,ind,COL,7,1.21
Planning,2036,ind,COL,8,1.21
Planning,2036,ind,COL,9,1.21
Planning,2036,ind,COL,10,1.21
Planning,2036,ind,COL,11,1.21
Planning,2036,ind,COL,12,1.21
Planning,2036,ind,COL,13,1.21
Planning,2036,ind,COL,14,1.21
Planning,2036,ind,COL,15,1.21
Planning,2036,ind,COL,16,1.21
Planning,2036,ind,COL,17,1.21
Planning,2036,ind,COL,18,1.21
Planning,2036,ind,COL,19,1.21
Planning,2036,ind,COL,20,1.21
Planning,2036,ind,COL,21,1.21
Planning,2036,ind,COL,22,1.21
Planning,2036,ind,COL,23,1.21
Planning,2036,ind,COL,24,1.21
Planning,2036,ind,COL,25,1.21
Planning,2036,ind,COL,26,1.21
Planning,2036,ind,COL,27,1.21
Planning,2036,ind,COL,28,1.21
Planning,2036,ind,COL,29,1.21
Planning,2036,ind,COL,30,1.21
Planning,2036,ind,COL,31,1.21
Planning,2036,ind,COL,32,1.21
Planning,2036,ind,COL,33,1.21
Planning,2036,ind,COL,34,1.21
Planning,2036,ind,COL,35,1.21
Planning,2036,ind,COL,36,1.21
Planning,2036,ind,COL,37,1.21
Planning,2036,ind,COL,38,1.21
Planning,2036,ind,COL,39,1.21
Planning,2036,ind,COL,40,1.21
Planning,2036,ind,COL,41,1.21
Planning,2036,ind,COL,42,1.21
Planning,2037,res,COL,1,1.22
Planning,2037,res,COL,2,1.22
Planning,2037,res,COL,3,1.22
Planning,2037,res,COL,4,1.22
Planning,2037,res,COL,5,1.22
Planning,2037,res,COL,6,1.22
Planning,2037,res,COL,7,1.22
Planning,2037,res,COL,8,1.22
Planning,2037,res,COL,9,1.22
Planning,2037,res,COL,10,1.22
Planning,2037,res,COL,11,1.22
Planning,2037,res,COL,12,1.22
Planning,2037,res,COL,13,1.22
Planning,2037,res,COL,14,1.22
Planning,2037,res,COL,15,1.22
Planning,2037,res,COL,16,1.22
Planning,2037,res,COL,17,1.22
Planning,2037,res,COL,18,1.22
Planning,2037,res,COL,19,1.22
Planning,2037,res,COL,20,1.22
Planning,2037,res,COL,21,1.22
Planning,2037,res,COL,22,1.22
Planning,2037,res,COL,23,1.22
Planning,2037,res,COL,24,1.22
Planning,2037,res,COL,25,1.22
Planning,2037,res,COL,26,1.22
Planning,2037,res,COL,27,1.22
Planning,2037,res,COL,28,1.22
Planning,2037,res,COL,29,1.22
Planning,2037,res,COL,30,1.22
Planning,2037,res,COL,31,1.22
Planning,2037,res,COL,32,1.22
Planning,2037,res,COL,33,1.22
Planning,2037,res,COL,34,1.22
Planning,2037,res,COL,35,1.22
Planning,2037,res,COL,36,1.22
Planning,2037,res,COL,37,1.22
Planning,2037,res,COL,38,1.22
Planning,2037,res,COL,39,1.22
Planning,2037,res,COL,40,1.22
Planning,2037,res,COL,41,1.22
Planning,2037,res,COL,42,1.22
Planning,2037,com,COL,1,1.22
Planning,2037,com,COL,2,1.22
Planning,2037,com,COL,3,1.22
Planning,2037,com,COL,4,1.22
Planning,2037,com,COL,5,1.22
Planning,2037,com,COL,6,1.22
Planning,2037,com,COL,7,1.22
Planning,2037,com,COL,8,1.22
Planning,2037,com,COL,9,1.22
Planning,2037,com,COL,10,1.22
Planning,2037,com,COL,11,1.22
Planning,2037,com,COL,12,1.22
Planning,2037,com,COL,13,1.22
Planning,2037,com,COL,14,1.22
Planning,2037,com,COL,15,1.22
Planning,2037,com,COL,16,1.22
Planning,2037,com,COL,17,1.22
Planning,2037,com,COL,18,1.22
Planning,2037,com,COL,19,1.22
Planning,2037,com,COL,20,1.22
Planning,2037,com,COL,21,1.22
Planning,2037,com,COL,22,1.22
Planning,2037,com,COL,23,1.22
Planning,2037,com,COL,24,1.22
Planning,2037,com,COL,25,1.22
Planning,2037,com,COL,26,1.22
Planning,2037,com,COL,27,1.22
Planning,2037,com,COL,28,1.22
Planning,2037,com,COL,29,1.22
Planning,2037,com,COL,30,1.22
Planning,2037,com,COL,31,1.22
Planning,2037,com,COL,32,1.22
Planning,2037,com,COL,33,1.22
Planning,2037,com,COL,34,1.22
Planning,2037,com,COL,35,1.22
Planning,2037,com,COL,36,1.22
Planning,2037,com,COL,37,1.22
Planning,2037,com,COL,38,1.22
Planning,2037,com,COL,39,1.22
Planning,2037,com,COL,40,1.22
Planning,2037,com,COL,41,1.22
Planning,2037,com,COL,42,1.22
Planning,2037,ind,COL,1,1.22
Planning,2037,ind,COL,2,1.22
Planning,2037,ind,COL,3,1.22
Planning,2037,ind,COL,4,1.22
Planning,2037,ind,COL,5,1.22
Planning,2037,ind,COL,6,1.22
Planning,2037,ind,COL,7,1.22
Planning,2037,ind,COL,8,1.22
Planning,2037,ind,COL,9,1.22
Planning,2037,ind,COL,10,1.22
Planning,2037,ind,COL,11,1.22
Planning,2037,ind,COL,12,1.22
Planning,2037,ind,COL,13,1.22
Planning,2037,ind,COL,14,1.22
Planning,2037,ind,COL,15,1.22
Planning,2037,ind,COL,16,1.22
Planning,2037,ind,COL,17,1.22
Planning,2037,ind,COL,18,1.22
Planning,2037,ind,COL,19,1.22
Planning,2037,ind,COL,20,1.22
Planning,2037,ind,COL,21,1.22
Planning,2037,ind,COL,22,1.22
Planning,2037,ind,COL,23,1.22
Planning,2037,ind,COL,24,1.22
Planning,2037,ind,COL,25,1.22
Planning,2037,ind,COL,26,1.22
Planning,2037,ind,COL,27,1.22
Planning,2037,ind,COL,28,1.22
Planning,2037,ind,COL,29,1.22
Planning,2037,ind,COL,30,1.22
Planning,2037,ind,COL,31,1.22
Planning,2037,ind,COL,32,1.22
Planning,2037,ind,COL,33,1.22
Planning,2037,ind,COL,34,1.22
Planning,2037,ind,COL,35,1.22
Planning,2037,ind,COL,36,1.22
Planning,2037,ind,COL,37,1.22
Planning,2037,ind,COL,38,1.22
Planning,2037,ind,COL,39,1.22
Planning,2037,ind,COL,40,1.22
Planning,2037,ind,COL,41,1.22
Planning,2037,ind,COL,42,1.22
Planning,2038,res,COL,1,1.23
Planning,2038,res,COL,2,1.23
Planning,2038,res,COL,3,1.23
Planning,2038,res,COL,4,1.23
Planning,2038,res,COL,5,1.23
Planning,2038,res,COL,6,1.23
Planning,2038,res,COL,7,1.23
Planning,2038,res,COL,8,1.23
Planning,2038,res,COL,9,1.23
Planning,2038,res,COL,10,1.23
Planning,2038,res,COL,11,1.23
Planning,2038,res,COL,12,1.23
Planning,2038,res,COL,13,1.23
Planning,2038,res,COL,14,1.23
Planning,2038,res,COL,15,1.23
Planning,2038,res,COL,16,1.23
Planning,2038,res,COL,17,1.23
Planning,2038,res,COL,18,1.23
Planning,2038,res,COL,19,1.23
Planning,2038,res,COL,20,1.23
Planning,2038,res,COL,21,1.23
Planning,2038,res,COL,22,1.23
Planning,2038,res,COL,23,1.23
Planning,2038,res,COL,24,1.23
Planning,2038,res,COL,25,1.23
Planning,2038,res,COL,26,1.23
Planning,2038,res,COL,27,1.23
Planning,2038,res,COL,28,1.23
Planning,2038,res,COL,29,1.23
Planning,2038,res,COL,30,1.23
Planning,2038,res,COL,31,1.23
Planning,2038,res,COL,32,1.23
Planning,2038,res,COL,33,1.23
Planning,2038,res,COL,34,1.23
Planning,2038,res,COL,35,1.23
Planning,2038,res,COL,36,1.23
Planning,2038,res,COL,37,1.23
Planning,2038,res,COL,38,1.23
Planning,2038,res,COL,39,1.23
Planning,2038,res,COL,40,1.23
Planning,2038,res,COL,41,1.23
Planning,2038,res,COL,42,1.23
Planning,2038,com,COL,1,1.23
Planning,2038,com,COL,2,1.23
Planning,2038,com,COL,3,1.23
Planning,2038,com,COL,4,1.23
Planning,2038,com,COL,5,1.23
Planning,2038,com,COL,6,1.23
Planning,2038,com,COL,7,1.23
Planning,2038,com,COL,8,1.23
Planning,2038,com,COL,9,1.23
Planning,2038,com,COL,10,1.23
Planning,2038,com,COL,11,1.23
Planning,2038,com,COL,12,1.23
Planning,2038,com,COL,13,1.23
Planning,2038,com,COL,14,1.23
Planning,2038,com,COL,15,1.23
Planning,2038,com,COL,16,1.23
Planning,2038,com,COL,17,1.23
Planning,2038,com,COL,18,1.23
Planning,2038,com,COL,19,1.23
Planning,2038,com,COL,20,1.23
Planning,2038,com,COL,21,1.23
Planning,2038,com,COL,22,1.23
Planning,2038,com,COL,23,1.23
Planning,2038,com,COL,24,1.23
Planning,2038,com,COL,25,1.23
Planning,2038,com,COL,26,1.23
Planning,2038,com,COL,27,1.23
Planning,2038,com,COL,28,1.23
Planning,2038,com,COL,29,1.23
Planning,2038,com,COL,30,1.23
Planning,2038,com,COL,31,1.23
Planning,2038,com,COL,32,1.23
Planning,2038,com,COL,33,1.23
Planning,2038,com,COL,34,1.23
Planning,2038,com,COL,35,1.23
Planning,2038,com,COL,36,1.23
Planning,2038,com,COL,37,1.23
Planning,2038,com,COL,38,1.23
Planning,2038,com,COL,39,1.23
Planning,2038,com,COL,40,1.23
Planning,2038,com,COL,41,1.23
Planning,2038,com,COL,42,1.23
Planning,2038,ind,COL,1,1.23
Planning,2038,ind,COL,2,1.23
Planning,2038,ind,COL,3,1.23
Planning,2038,ind,COL,4,1.23
Planning,2038,ind,COL,5,1.23
Planning,2038,ind,COL,6,1.23
Planning,2038,ind,COL,7,1.23
Planning,2038,ind,COL,8,1.23
Planning,2038,ind,COL,9,1.23
Planning,2038,ind,COL,10,1.23
Planning,2038,ind,COL,11,1.23
Planning,2038,ind,COL,12,1.23
Planning,2038,ind,COL,13,1.23
Planning,2038,ind,COL,14,1.23
Planning,2038,ind,COL,15,1.23
Planning,2038,ind,COL,16,1.23
Planning,2038,ind,COL,17,1.23
Planning,2038,ind,COL,18,1.23
Planning,2038,ind,COL,19,1.23
Planning,2038,ind,COL,20,1.23
Planning,2038,ind,COL,21,1.23
