"State","Year","scenario","variable","marg.cost"
"Uttar_Pradesh",2038,"Base","mc.total",3289.41171819243
"Uttar_Pradesh",2039,"Base","mc.total",3355.9833963979
"Uttar_Pradesh",2040,"Base","mc.total",3367.20591827896
"Uttar_Pradesh",2041,"Base","mc.total",3359.45313390363
"Uttar_Pradesh",2042,"Base","mc.total",3345.11699761504
"Uttar_Pradesh",2043,"Base","mc.total",3343.09060649085
"Uttar_Pradesh",2044,"Base","mc.total",3350.63766691823
"Uttar_Pradesh",2045,"Base","mc.total",3343.39845282379
"Uttar_Pradesh",2046,"Base","mc.total",3346.46532735763
"Uttar_Pradesh",2047,"Base","mc.total",3424.22750260003
"Uttarakhand",2017,"Base","mc.total",2839.56720277034
"Uttarakhand",2018,"Base","mc.total",2859.80204578633
"Uttarakhand",2019,"Base","mc.total",2739.23659051197
"Uttarakhand",2020,"Base","mc.total",2576.67005634624
"Uttarakhand",2021,"Base","mc.total",2473.70430716716
"Uttarakhand",2022,"Base","mc.total",2472.11454482635
"Uttarakhand",2023,"Base","mc.total",2704.65674644009
"Uttarakhand",2024,"Base","mc.total",2702.06851637892
"Uttarakhand",2025,"Base","mc.total",2753.35923491471
"Uttarakhand",2026,"Base","mc.total",2790.73811653904
"Uttarakhand",2027,"Base","mc.total",2738.93153290252
"Uttarakhand",2028,"Base","mc.total",2980.12812138968
"Uttarakhand",2029,"Base","mc.total",2738.24624706823
"Uttarakhand",2030,"Base","mc.total",2730.08343334375
"Uttarakhand",2031,"Base","mc.total",2784.93261552068
"Uttarakhand",2032,"Base","mc.total",2706.19494153253
"Uttarakhand",2033,"Base","mc.total",3068.76177736622
"Uttarakhand",2034,"Base","mc.total",2937.49787267793
"Uttarakhand",2035,"Base","mc.total",2978.17874576408
"Uttarakhand",2036,"Base","mc.total",3042.35462418649
"Uttarakhand",2037,"Base","mc.total",3074.93579436101
"Uttarakhand",2038,"Base","mc.total",3147.30421371912
"Uttarakhand",2039,"Base","mc.total",3202.40890026202
"Uttarakhand",2040,"Base","mc.total",3217.18365497186
"Uttarakhand",2041,"Base","mc.total",3207.85417098387
"Uttarakhand",2042,"Base","mc.total",3195.35363925056
"Uttarakhand",2043,"Base","mc.total",3193.92128860095
"Uttarakhand",2044,"Base","mc.total",3203.99319364161
"Uttarakhand",2045,"Base","mc.total",3198.99323459506
"Uttarakhand",2046,"Base","mc.total",3203.30582562252
"Uttarakhand",2047,"Base","mc.total",3271.6873725074
"West_Bengal",2017,"Base","mc.total",2905.66208400979
"West_Bengal",2018,"Base","mc.total",2906.81751389705
"West_Bengal",2019,"Base","mc.total",2781.47390293084
"West_Bengal",2020,"Base","mc.total",2625.39530792403
"West_Bengal",2021,"Base","mc.total",2517.95182944255
"West_Bengal",2022,"Base","mc.total",2511.3253554853
"West_Bengal",2023,"Base","mc.total",2737.10353909471
"West_Bengal",2024,"Base","mc.total",2712.48114993696
"West_Bengal",2025,"Base","mc.total",2751.10305740388
"West_Bengal",2026,"Base","mc.total",2778.39088975604
"West_Bengal",2027,"Base","mc.total",2721.0955913509
"West_Bengal",2028,"Base","mc.total",2955.8270935915
"West_Bengal",2029,"Base","mc.total",2708.10583054912
"West_Bengal",2030,"Base","mc.total",2687.15706334484
"West_Bengal",2031,"Base","mc.total",2645.46210531144
"West_Bengal",2032,"Base","mc.total",2545.22487317743
"West_Bengal",2033,"Base","mc.total",2812.38946931677
"West_Bengal",2034,"Base","mc.total",2784.14728546787
"West_Bengal",2035,"Base","mc.total",2858.98837302776
"West_Bengal",2036,"Base","mc.total",2874.16713531805
"West_Bengal",2037,"Base","mc.total",2864.46999811482
"West_Bengal",2038,"Base","mc.total",2884.31968377074
"West_Bengal",2039,"Base","mc.total",3021.4368846353
"West_Bengal",2040,"Base","mc.total",3056.1159936712
"West_Bengal",2041,"Base","mc.total",3047.49582615658
"West_Bengal",2042,"Base","mc.total",3011.71576404141
"West_Bengal",2043,"Base","mc.total",3000.09011971259
"West_Bengal",2044,"Base","mc.total",3006.2309675236
"West_Bengal",2045,"Base","mc.total",2988.7457514382
"West_Bengal",2046,"Base","mc.total",3001.44866102662
"West_Bengal",2047,"Base","mc.total",3073.46762684378
