Year 1 hourly electric load (kWh),Year 1 hourly sales/purchases without sytem ($),Hourly energy charge TOU period,Hourly demand charge TOU period,Hourly Energy (kWh)
947.718,-68.7285,1,1,0
1031.96,-74.8378,1,1,0.000501852
1549.71,-112.385,1,1,0.135118
1559.64,-142.739,2,1,0.326244
1527.86,-139.83,2,1,0.464737
1524.18,-139.493,2,1,0.618833
1476.29,-135.11,2,1,0.715803
1524.33,-139.507,2,1,0.712561
1527.19,-139.769,2,1,0.628295
1527.79,-139.823,2,1,0.50308
1574.34,-144.083,2,1,0.311562
1457.96,-133.433,2,1,0.103755
1277.28,-116.896,2,1,0
1303.61,-119.306,2,1,0
1163.19,-106.455,2,1,0
1145.93,-104.875,2,1,0
676.99,-49.0953,1,1,0
738.41,-53.5495,1,1,0
593.94,-43.0725,1,1,0
601.72,-43.6368,1,1,0
558.625,-40.5115,1,1,0
362.457,-26.2854,1,1,0
299.992,-21.7554,1,1,0
349.357,-25.3354,1,1,0
946.595,-68.6471,1,1,0
1040.92,-75.4874,1,1,0.00293708
1580.01,-114.582,1,1,0.206358
1577.68,-144.389,2,1,0.399403
1525.64,-139.627,2,1,0.570639
1522.81,-139.368,2,1,0.663555
1474.8,-134.973,2,1,0.708111
1522.99,-139.384,2,1,0.688559
1523.02,-139.387,2,1,0.606733
1526.1,-139.669,2,1,0.472966
1575.96,-144.232,2,1,0.278383
1457.11,-133.355,2,1,0.038287
1271.69,-116.385,2,1,0
1298.77,-118.863,2,1,0
1159.38,-106.107,2,1,0
1141.96,-104.512,2,1,0
661.195,-47.9499,1,1,0
728.816,-52.8537,1,1,0
650.739,-47.1916,1,1,0
572.725,-41.534,1,1,0
654.396,-47.4568,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.357,-25.3354,1,1,0
927.421,-67.2566,1,1,0
1009.88,-73.2362,1,1,2.71E-05
1560.39,-113.159,1,1,0.0619885
1566.79,-113.623,1,1,0.118683
1522.36,-110.402,1,1,0.162
1521.31,-110.325,1,1,0.347988
1471.43,-106.708,1,1,0.592755
1521.07,-110.308,1,1,0.605157
1524.61,-110.565,1,1,0.526669
1529.15,-110.894,1,1,0.429972
1581.69,-114.704,1,1,0.263702
1464.76,-106.225,1,1,0.012926
1277.5,-92.6444,1,1,0
1306.01,-94.7121,1,1,0
1168.93,-84.7708,1,1,0
1151.09,-83.4771,1,1,0
698.247,-50.6369,1,1,0
769.574,-55.8095,1,1,0
581.467,-42.168,1,1,0
611.345,-44.3348,1,1,0
334.868,-24.2846,1,1,0
553.276,-40.1236,1,1,0
250.151,-18.1409,1,1,0
274.596,-19.9137,1,1,0
956.445,-69.3614,1,1,0
931.073,-67.5214,1,1,0
1165.01,-84.4863,1,1,0.0154264
1162.58,-84.3102,1,1,0.227433
1137.1,-82.4627,1,1,0.306807
1133.49,-82.2008,1,1,0.4632
1129.19,-81.8886,1,1,0.702493
1128.86,-81.8648,1,1,0.619946
880.457,-63.8508,1,1,0.592169
880.352,-63.8431,1,1,0.45798
929.89,-67.4356,1,1,0.270507
893.294,-64.7817,1,1,0.046313
772.116,-55.9939,1,1,0
737.509,-53.4842,1,1,0
825.336,-59.8533,1,1,0
689.453,-49.9991,1,1,0
665.161,-48.2375,1,1,0
658.588,-47.7608,1,1,0
536.242,-38.8883,1,1,0
307.392,-22.292,1,1,0
237.928,-17.2546,1,1,0
237.928,-17.2546,1,1,0
250.15,-18.1409,1,1,0
274.596,-19.9137,1,1,0
323.484,-23.459,1,1,0
322.297,-23.373,1,1,8.02E-05
714.054,-51.7832,1,1,0.0999974
659.738,-60.3792,2,1,0.19056
693.603,-63.4785,2,1,0.235851
650.706,-59.5526,2,1,0.445873
710.65,-65.0387,2,1,0.62384
648.478,-59.3487,2,1,0.651268
714.291,-65.3719,2,1,0.562875
657.045,-60.1328,2,1,0.421735
766.075,-70.1112,2,1,0.292495
737.776,-67.5213,2,1,0.0664905
805.867,-73.753,2,1,0
756.802,-69.2625,2,1,0
814.934,-74.5827,2,1,0
722.804,-66.151,2,1,0
649.899,-47.1307,1,1,0
454.876,-32.9876,1,1,0
474.616,-34.4191,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.357,-25.3354,1,1,0
886.348,-64.278,1,1,0
964.711,-69.9608,1,1,0.000304951
1489.08,-107.988,1,1,0.0237841
1477.63,-135.233,2,1,0.113069
1467.12,-134.271,2,1,0.16827
1500.48,-137.324,2,1,0.419654
1468.04,-134.355,2,1,0.421625
1512.95,-138.465,2,1,0.289622
1509.57,-138.156,2,1,0.486398
1504.58,-137.699,2,1,0.244303
1551.47,-141.99,2,1,0.110329
1443,-132.063,2,1,0.0493753
1269.54,-116.188,2,1,0
1281.71,-117.302,2,1,0
1113.47,-101.905,2,1,0
1075.35,-98.4157,2,1,0
595.864,-43.2121,1,1,0
414.907,-30.0891,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.357,-25.3354,1,1,0
870.624,-63.1376,1,1,0
952.393,-69.0675,1,1,0.000473759
1483.3,-107.569,1,1,0.0886496
1477.28,-135.201,2,1,0.137709
1473.75,-134.878,2,1,0.19843
1505.51,-137.785,2,1,0.215114
1459.71,-133.592,2,1,0.255645
1503.81,-137.629,2,1,0.289527
1503.74,-137.622,2,1,0.198235
1503.21,-137.574,2,1,0.187515
1552.13,-142.051,2,1,0.11828
1440.28,-131.814,2,1,0.00351368
1273.92,-116.589,2,1,0
1292.31,-118.272,2,1,0
1129.03,-103.329,2,1,0
1093.78,-100.103,2,1,0
631.629,-45.8057,1,1,0
563.146,-40.8394,1,1,0
572.14,-41.4916,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.357,-25.3354,1,1,0
877.943,-63.6685,1,1,0
955.375,-69.2838,1,1,5.68E-05
1484.57,-107.661,1,1,0.11006
1504.69,-137.709,2,1,0.14211
1488.85,-136.259,2,1,0.139919
1495.47,-136.865,2,1,0.220072
1454.75,-133.139,2,1,0.432956
1503.04,-137.558,2,1,0.509784
1499.53,-137.237,2,1,0.389243
1496.04,-136.917,2,1,0.178059
1545.12,-141.409,2,1,0.060607
1430.29,-130.9,2,1,0.000705359
1259.08,-115.231,2,1,0
1281.51,-117.284,2,1,0
1127.88,-103.224,2,1,0
1087.95,-99.5694,2,1,0
611.771,-44.3656,1,1,0
552.587,-40.0736,1,1,0
532.461,-38.6141,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.357,-25.3354,1,1,0
900.14,-65.2782,1,1,0
979.559,-71.0376,1,1,0.00080874
1504.48,-109.105,1,1,0.0817912
1495.2,-136.841,2,1,0.147137
1480.63,-135.507,2,1,0.275451
1502.46,-137.506,2,1,0.414285
1456.24,-133.275,2,1,0.214084
1502.08,-137.471,2,1,0.227284
1501.37,-137.406,2,1,0.179168
1502.42,-137.502,2,1,0.126641
1550.87,-141.935,2,1,0.0165666
1444.51,-132.202,2,1,0.000676111
1276.6,-116.834,2,1,0
1276.76,-116.849,2,1,0
1118.1,-102.329,2,1,0
1082.49,-99.0696,2,1,0
349.356,-25.3353,1,1,0
568.739,-41.245,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.357,-25.3354,1,1,0
923.934,-67.0037,1,1,0
1004.63,-72.8557,1,1,6.14E-06
1541.91,-111.819,1,1,0.0474883
1521.57,-110.345,1,1,0.151054
1491.21,-108.143,1,1,0.115578
1515.51,-109.905,1,1,0.479549
1478.14,-107.195,1,1,0.661465
1528.53,-110.849,1,1,0.616651
1530.54,-110.995,1,1,0.545542
1535.71,-111.37,1,1,0.452442
1586.93,-115.084,1,1,0.243873
1479.11,-107.265,1,1,0.0214815
1323.22,-95.9601,1,1,0
1324.34,-96.0409,1,1,0
1154.04,-83.6912,1,1,0
1116.03,-80.9341,1,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.769,-20.869,1,1,0
237.929,-17.2546,1,1,0
237.929,-17.2546,1,1,0
237.929,-17.2546,1,1,0
250.151,-18.1409,1,1,0
274.596,-19.9137,1,1,0
951.168,-68.9787,1,1,0
936.986,-67.9502,1,1,0.00550357
1155.87,-83.8234,1,1,0.22207
1129.78,-81.9314,1,1,0.436638
1092.79,-79.2494,1,1,0.558912
1124.39,-81.5405,1,1,0.628561
1156.53,-83.8713,1,1,0.667589
1173.58,-85.1079,1,1,0.640175
930.099,-67.4508,1,1,0.580116
930.758,-67.4986,1,1,0.482847
961.065,-69.6964,1,1,0.292995
923.584,-66.9783,1,1,0.0591775
313.755,-22.7535,1,1,0
323.485,-23.4591,1,1,0
323.485,-23.4591,1,1,0
299.041,-21.6865,1,1,0
274.595,-19.9136,1,1,0
250.151,-18.1409,1,1,0
237.929,-17.2546,1,1,0
237.928,-17.2546,1,1,0
237.928,-17.2546,1,1,0
237.928,-17.2546,1,1,0
250.15,-18.1409,1,1,0
274.596,-19.9137,1,1,0
323.484,-23.459,1,1,0
330.841,-23.9926,1,1,0.00292143
454.116,-32.9325,1,1,0.194455
707.058,-64.7099,2,1,0.385015
748.099,-68.466,2,1,0.505958
693.023,-63.4255,2,1,0.597806
772.686,-70.7162,2,1,0.631419
708.495,-64.8414,2,1,0.602164
786.21,-71.954,2,1,0.561778
711.355,-65.1032,2,1,0.450417
826.497,-75.641,2,1,0.270175
790.369,-72.3346,2,1,0.00371379
864.071,-79.0798,2,1,0
772.99,-70.7441,2,1,0
702.106,-64.2568,2,1,0
500.954,-45.8473,2,1,0
531.291,-38.5292,1,1,0
250.15,-18.1409,1,1,0
237.928,-17.2546,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
1004.43,-72.8412,1,1,0
1081.64,-78.4402,1,1,0.00255904
1605.22,-116.411,1,1,0.207845
1602.25,-146.638,2,1,0.358243
1548.06,-141.678,2,1,0.508891
1548.26,-141.696,2,1,0.553467
1496.66,-136.974,2,1,0.610606
1541.08,-141.039,2,1,0.499986
1537.29,-140.692,2,1,0.497776
1534.35,-140.424,2,1,0.431974
1583.02,-144.878,2,1,0.182185
1479.15,-135.372,2,1,0.0266539
1317.7,-120.596,2,1,0
1334.99,-122.178,2,1,0
1191.99,-109.091,2,1,0
1160.99,-106.254,2,1,0
501.685,-36.3822,1,1,0
401.953,-29.1496,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
970.028,-70.3464,1,1,0
1044.57,-75.7521,1,1,0.0113004
1561.15,-113.215,1,1,0.236346
1558.75,-142.656,2,1,0.41985
1549.6,-141.819,2,1,0.508185
1540.66,-141.002,2,1,0.564724
1492.13,-136.56,2,1,0.708793
1537.11,-140.676,2,1,0.69614
1533.86,-140.379,2,1,0.622957
1531.04,-140.121,2,1,0.492811
1578.88,-144.499,2,1,0.300504
1474.05,-134.905,2,1,0.0683407
1315.75,-120.417,2,1,0
1331.35,-121.845,2,1,0
1170.86,-107.157,2,1,0
1136.86,-104.046,2,1,0
632.809,-45.8913,1,1,0
429.026,-31.113,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
924.091,-67.0151,1,1,0
1020.81,-74.0292,1,1,0.000364733
1537.75,-111.518,1,1,0.122217
1528.93,-139.927,2,1,0.304452
1529.71,-139.999,2,1,0.511192
1547.85,-141.66,2,1,0.637454
1492.15,-136.562,2,1,0.67165
1532.71,-140.274,2,1,0.650518
1535.13,-140.495,2,1,0.567074
1529.93,-140.019,2,1,0.443649
1579.8,-144.583,2,1,0.248599
1471.98,-134.716,2,1,0.0138727
1262.64,-115.557,2,1,0
1260.39,-115.351,2,1,0
1105.94,-101.215,2,1,0
1068.35,-97.7753,2,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
612.963,-44.4521,1,1,0
670.692,-48.6386,1,1,1.34E-06
1237.21,-89.7226,1,1,0.00467997
1337.43,-122.401,2,1,0.183467
1370.49,-125.427,2,1,0.304258
1391.57,-127.356,2,1,0.494961
1366.67,-125.077,2,1,0.60739
1449.79,-132.684,2,1,0.631326
1466.39,-134.204,2,1,0.582313
1484.46,-135.858,2,1,0.443424
1533.91,-140.383,2,1,0.240836
1394.16,-127.593,2,1,0.00625392
1183.99,-108.359,2,1,0
1162.93,-106.431,2,1,0
1002.51,-91.7501,2,1,0
969.732,-88.7499,2,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
436.235,-31.6357,1,1,0
614.671,-44.576,1,1,4.26E-05
1160.39,-84.1511,1,1,0.104239
1263.31,-91.6152,1,1,0.364101
1350.78,-97.9584,1,1,0.519013
1385.47,-100.474,1,1,0.619497
1368.68,-99.2563,1,1,0.64431
1447.53,-104.975,1,1,0.663307
1465.67,-106.29,1,1,0.576105
1483.78,-107.604,1,1,0.429053
1542.67,-111.874,1,1,0.232681
1407.74,-102.089,1,1,0.00867479
1198.58,-86.9207,1,1,0
1179.08,-85.5068,1,1,0
1010.67,-73.2939,1,1,0
975.818,-70.7663,1,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.769,-20.869,1,1,0
237.929,-17.2546,1,1,0
237.929,-17.2546,1,1,0
237.929,-17.2546,1,1,0
250.151,-18.1409,1,1,0
274.596,-19.9137,1,1,0
435.676,-31.5952,1,1,0
436.89,-31.6833,1,1,0.00014956
730.56,-52.9802,1,1,0.105442
860.574,-62.4089,1,1,0.38315
950.254,-68.9124,1,1,0.507399
983.104,-71.2947,1,1,0.61137
1013.08,-73.4683,1,1,0.664072
1045.51,-75.8207,1,1,0.674905
813.209,-58.9739,1,1,0.595412
821.715,-59.5908,1,1,0.456616
871.651,-63.2122,1,1,0.254128
819.972,-59.4643,1,1,0.0154796
322.298,-23.3731,1,1,0
323.485,-23.4591,1,1,0
323.485,-23.4591,1,1,0
299.041,-21.6865,1,1,0
274.595,-19.9137,1,1,0
250.151,-18.1409,1,1,0
237.929,-17.2546,1,1,0
237.928,-17.2546,1,1,0
237.928,-17.2546,1,1,0
237.928,-17.2546,1,1,0
250.151,-18.1409,1,1,0
274.596,-19.9137,1,1,0
323.484,-23.459,1,1,0
330.841,-23.9926,1,1,0.00425308
296.666,-21.5142,1,1,0.229624
356.688,-32.6441,2,1,0.448578
428.026,-39.173,2,1,0.606059
536.545,-49.1046,2,1,0.70237
605.813,-55.444,2,1,0.73911
579.08,-52.9974,2,1,0.715936
636.999,-58.2982,2,1,0.627957
604.421,-55.3166,2,1,0.482195
694.453,-63.5563,2,1,0.271151
685.907,-62.7742,2,1,0.0213791
726.6,-66.4984,2,1,0
323.484,-29.6052,2,1,0
323.484,-29.6052,2,1,0
299.04,-27.3682,2,1,0
274.595,-19.9136,1,1,0
250.151,-18.1409,1,1,0
237.928,-17.2546,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
430.855,-31.2456,1,1,0
536.613,-38.9152,1,1,0.00172883
1050.57,-76.1873,1,1,0.213019
1214.41,-111.143,2,1,0.424839
1320.18,-120.823,2,1,0.57502
1353.59,-123.88,2,1,0.669644
1331.86,-121.892,2,1,0.705583
1416.99,-129.683,2,1,0.68598
1442.97,-132.061,2,1,0.607027
1454.09,-133.078,2,1,0.463287
1504.35,-137.678,2,1,0.254078
1375.91,-125.924,2,1,0.0134831
1177.06,-107.724,2,1,0
1154.78,-105.685,2,1,0
985.304,-90.175,2,1,0
949.259,-86.8762,2,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
512.959,-37.1998,1,1,0
658.742,-47.7719,1,1,0.00149049
1237.46,-89.7405,1,1,0.203582
1356.87,-124.181,2,1,0.409746
1363.63,-124.799,2,1,0.560547
1399.91,-128.119,2,1,0.654433
1379.93,-126.292,2,1,0.690012
1459.81,-133.602,2,1,0.669564
1480.32,-135.479,2,1,0.59032
1496.3,-136.941,2,1,0.449687
1544.78,-141.378,2,1,0.243387
1414.09,-129.417,2,1,0.00775751
1217.42,-111.418,2,1,0
1199.65,-109.792,2,1,0
1039.17,-95.1049,2,1,0
1002.06,-91.7084,2,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.769,-18602.1,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
871.787,-63.222,1,1,0
980.204,-71.0844,1,1,0.000288091
1478.01,-107.186,1,1,0.151482
1439.21,-131.717,2,1,0.349337
1400.18,-128.144,2,1,0.501611
1427.25,-130.622,2,1,0.593941
1407.33,-128.798,2,1,0.62712
1491.93,-136.541,2,1,0.601505
1508.63,-138.07,2,1,0.521289
1505.53,-137.786,2,1,0.381225
1546.1,-141.499,2,1,0.183323
1410.95,-129.13,2,1,0.00180194
1200.81,-109.898,2,1,0
1177.17,-107.735,2,1,0
1011.77,-92.5971,2,1,0
975.889,-89.3134,2,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
545.999,-39.5958,1,1,0
652.195,-47.2972,1,1,0.00682245
1174.5,-85.175,1,1,0.239473
1284.95,-117.599,2,1,0.445102
1386.42,-126.885,2,1,0.583135
1435.24,-131.354,2,1,0.665122
1427.4,-130.636,2,1,0.690798
1505.8,-137.811,2,1,0.666089
1507.11,-137.931,2,1,0.591084
1512.77,-138.449,2,1,0.462629
1555.5,-142.36,2,1,0.269329
1421.16,-130.065,2,1,0.0310134
1227.4,-112.332,2,1,0
1210.93,-110.824,2,1,0
1052.42,-96.3172,2,1,0
1023.04,-93.6282,2,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
724.132,-52.514,1,1,0
840.133,-60.9265,1,1,0.00133938
1339.35,-97.1298,1,1,0.206417
1344.47,-97.5006,1,1,0.407047
1397.94,-101.379,1,1,0.545804
1435.97,-104.136,1,1,0.61983
1400.59,-101.571,1,1,0.637906
1465.63,-106.288,1,1,0.604001
1483.79,-107.604,1,1,0.552308
1496.88,-108.554,1,1,0.395192
1538.95,-111.604,1,1,0.223069
1409.33,-102.205,1,1,0.00977385
1223.34,-88.7166,1,1,0
1207.05,-87.5353,1,1,0
1046.69,-75.9062,1,1,0
1021.58,-74.0847,1,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.769,-20.869,1,1,0
237.929,-17.2546,1,1,0
237.929,-17.2546,1,1,0
237.929,-17.2546,1,1,0
250.151,-18.1409,1,1,0
274.597,-19.9137,1,1,0
618.431,-44.8486,1,1,0
574.525,-41.6645,1,1,0.00195028
811.775,-58.87,1,1,0.17359
909.113,-65.9289,1,1,0.37212
1019.78,-73.9548,1,1,0.520414
1054.34,-76.4606,1,1,0.50421
1065.82,-77.2935,1,1,0.639022
1058.43,-76.7576,1,1,0.538126
832.061,-60.341,1,1,0.462519
847.965,-61.4944,1,1,0.352541
897.135,-65.0602,1,1,0.153122
853.137,-61.8695,1,1,0.00433014
322.298,-23.3731,1,1,0
323.485,-23.4591,1,1,0
323.485,-23.4591,1,1,0
299.041,-21.6865,1,1,0
274.595,-19.9137,1,1,0
250.151,-18.1409,1,1,0
237.929,-17.2546,1,1,0
237.928,-17.2546,1,1,0
237.928,-17.2546,1,1,0
237.928,-17.2546,1,1,0
250.151,-18.1409,1,1,0
274.596,-19.9137,1,1,0
323.484,-23.459,1,1,0
339.384,-24.6122,1,1,0
296.666,-21.5142,1,1,0.0370567
440.197,-40.2868,2,1,0.352586
533.642,-48.8389,2,1,0.546345
564.621,-51.6741,2,1,0.631071
654.974,-59.9432,2,1,0.652751
608.715,-55.7096,2,1,0.464982
670.519,-61.3659,2,1,0.293016
612.835,-56.0867,2,1,0.255705
724.436,-66.3004,2,1,0.16922
697.601,-63.8444,2,1,0.00175311
777.048,-71.1154,2,1,0
613.671,-56.1632,2,1,0
348.608,-31.9046,2,1,0
299.041,-27.3682,2,1,0
274.595,-19.9136,1,1,0
250.151,-18.1409,1,1,0
237.928,-17.2546,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
287.769,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
627.788,-45.5272,1,1,0
688.975,-49.9645,1,1,0.0208248
1302.3,-119.187,2,1,0.167808
1418.33,-129.805,2,1,0.396089
1414.09,-129.417,2,1,0.517235
1455.51,-133.208,2,1,0.617207
1445.3,-132.274,2,1,0.636695
1509.92,-138.188,2,1,0.562388
1517.53,-138.885,2,1,0.43041
1513.07,-138.476,2,1,0.233377
1541.15,-141.046,2,1,0.00586881
1438.31,-131.634,2,1,0
1240.37,-113.519,2,1,0
1190.75,-108.978,2,1,0
1017.86,-93.1541,2,1,0
978.866,-70.9874,1,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
423.372,-30.7029,1,1,0
546.656,-39.6435,1,1,0.00737924
1232.89,-112.834,2,1,0.0917199
1302.38,-119.194,2,1,0.145896
1330.32,-121.751,2,1,0.176096
1349.14,-123.473,2,1,0.265998
1310.12,-119.902,2,1,0.19059
1375.77,-125.91,2,1,0.455411
1384.1,-126.673,2,1,0.318037
1387.92,-127.022,2,1,0.19419
1429.04,-130.786,2,1,0.0110537
1325.24,-121.286,2,1,0
1126.2,-103.07,2,1,0
1065.03,-97.4717,2,1,0
840.401,-76.9135,2,1,0
752.877,-54.5986,1,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
423.35,-30.7013,1,1,0
502.411,-36.4348,1,1,0.116673
1050.58,-96.1492,2,1,0.265226
1133.58,-103.745,2,1,0.498716
1258.53,-115.18,2,1,0.560839
1342.79,-122.892,2,1,0.361917
1311.29,-120.009,2,1,0.556509
1379.38,-126.241,2,1,0.46529
1401.7,-128.284,2,1,0.163729
1417.68,-129.746,2,1,0.0646446
1461.26,-133.735,2,1,3.18E-05
1352.93,-123.821,2,1,0
1149.73,-105.223,2,1,0
1114.31,-101.982,2,1,0
919.121,-84.118,2,1,0
803.268,-58.253,1,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
423.188,-30.6896,1,1,0
515.424,-37.3785,1,1,0.00451224
1118.96,-102.407,2,1,0.13956
1302.94,-119.245,2,1,0.265801
1344.26,-123.027,2,1,0.428496
1370.56,-125.433,2,1,0.523792
1347.25,-123.301,2,1,0.513395
1427.25,-130.622,2,1,0.476558
1450.4,-132.741,2,1,0.264921
1463.64,-133.952,2,1,0.113714
1506.75,-137.898,2,1,0.000190139
1391.72,-127.37,2,1,0
1174.31,-107.473,2,1,0
1131.72,-103.575,2,1,0
971.516,-88.9132,2,1,0
898.259,-65.1418,1,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
423.324,-30.6994,1,1,0
515.401,-37.3769,1,1,0.00708004
1132.21,-82.108,1,1,0.281525
1240.7,-89.9754,1,1,0.291538
1332.97,-96.6667,1,1,0.514594
1370.55,-99.392,1,1,0.561546
1351.42,-98.0052,1,1,0.550826
1437.9,-104.277,1,1,0.501121
1463.72,-106.149,1,1,0.341161
1477.03,-107.115,1,1,0.150093
1522.94,-110.444,1,1,0.000484511
1408.49,-102.143,1,1,0
1191.31,-86.3935,1,1,0
1145.79,-83.0928,1,1,0
985.112,-71.4403,1,1,0
960.087,-69.6255,1,1,0
349.356,-25.3353,1,1,0
299.992,-21.7554,1,1,0
237.928,-17.2546,1,1,0
237.928,-17.2546,1,1,0
237.928,-17.2546,1,1,0
237.928,-17.2546,1,1,0
250.151,-18.1409,1,1,0
274.596,-19.9137,1,1,0
314.94,-22.8395,1,1,0
296.666,-21.5142,1,1,0.0133198
296.666,-21.5142,1,1,0.175911
433.195,-31.4153,1,1,0.223095
496.806,-36.0283,1,1,0.343032
587.338,-42.5937,1,1,0.16183
532.46,-38.614,1,1,0.236222
626.082,-45.4035,1,1,0.179995
550.298,-39.9076,1,1,0.0988629
639.386,-46.3683,1,1,0.00788506
570.288,-41.3573,1,1,1.74E-05
495.535,-35.9362,1,1,0
347.928,-25.2318,1,1,0
323.484,-23.459,1,1,0
323.484,-23.459,1,1,0
299.041,-21.6864,1,1,0
274.595,-19.9136,1,1,0
250.151,-18.1409,1,1,0
237.928,-17.2546,1,1,0
237.928,-17.2546,1,1,0
237.928,-17.2546,1,1,0
237.928,-17.2546,1,1,0
250.151,-18.1409,1,1,0
274.596,-19.9137,1,1,0
323.484,-23.459,1,1,0.000495576
296.666,-21.5142,1,1,0.138206
296.666,-27.1509,2,1,0.329178
572.202,-52.368,2,1,0.507071
608.599,-55.699,2,1,0.650965
537.723,-49.2124,2,1,0.603327
629.082,-57.5736,2,1,0.672852
553.065,-50.6165,2,1,0.582399
645.926,-59.1151,2,1,0.42505
560.42,-51.2896,2,1,0.224662
694.238,-63.5366,2,1,0.00710609
671.286,-61.4361,2,1,0
644.25,-58.9618,2,1,0
401.701,-36.7637,2,1,0
323.484,-29.6052,2,1,0
299.041,-21.6864,1,1,0
274.595,-19.9136,1,1,0
250.151,-18.1409,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
287.77,-20.869,1,1,0
299.992,-21.7554,1,1,0
349.358,-25.3354,1,1,0
862.793,-62.5698,1,1,0.000298207
934.975,-67.8044,1,1,0.181295
1493.29,-136.666,2,1,0.386877
1475.54,-135.042,2,1,0.512007
1451.56,-132.847,2,1,0.603957
1474.9,-134.983,2,1,0.532695
1443.87,-132.143,2,1,0.613177
